user_key,user_id,age,gender,country,city,signup_date,acquisition_channel,user_segment,preferred_language,email_opt_in,lifetime_value_usd
288,USR00288,42,Male,USA,Chicago,2022-05-18,Social Media,Casual Viewer,Spanish,True,695.16
289,USR00289,52,Female,Australia,Sydney,2021-07-24,Social Media,Power User,German,True,569.61
290,USR00290,42,Male,Canada,Vancouver,2021-05-06,Social Media,Casual Viewer,Portuguese,True,671.24
291,USR00291,46,Female,USA,New York,2021-05-19,Email Campaign,Casual Viewer,English,True,561.0
292,USR00292,35,Female,France,Lyon,2021-03-17,Referral,Power User,Spanish,False,547.31
293,USR00293,63,Female,Germany,Berlin,2022-04-08,Organic,Power User,Portuguese,True,498.7
294,USR00294,35,Female,Canada,Vancouver,2021-06-26,Email Campaign,New User,English,True,604.65
295,USR00295,19,Male,Germany,Hamburg,2022-04-01,Paid Ad,New User,French,True,135.3
296,USR00296,52,Female,India,Delhi,2021-03-31,Referral,Casual Viewer,English,True,705.89
297,USR00297,33,Male,Australia,Brisbane,2022-11-30,Email Campaign,Casual Viewer,Portuguese,True,698.76
298,USR00298,58,Female,USA,Los Angeles,2021-11-24,Organic,New User,English,True,33.11
299,USR00299,53,Female,USA,Chicago,2022-11-15,Social Media,Casual Viewer,German,True,662.4
300,USR00300,50,Female,Brazil,Brasília,2021-12-22,Organic,Casual Viewer,English,False,111.81
301,USR00301,21,Male,Brazil,Rio de Janeiro,2021-03-08,Organic,Casual Viewer,French,True,274.74
302,USR00302,50,Male,India,Delhi,2022-07-18,Paid Ad,Casual Viewer,Spanish,True,597.37
303,USR00303,31,Female,France,Paris,2022-07-10,Referral,Power User,German,True,137.0
304,USR00304,38,Non-Binary,India,Delhi,2021-10-25,Organic,Casual Viewer,English,True,656.19
305,USR00305,37,Female,UK,London,2021-11-04,Referral,Casual Viewer,English,True,667.39
306,USR00306,25,Male,UK,Manchester,2021-06-11,Paid Ad,At-Risk User,English,True,410.9
307,USR00307,24,Female,Canada,Toronto,2022-10-16,Social Media,At-Risk User,English,True,15.04
308,USR00308,20,Male,Brazil,Brasília,2021-06-28,Social Media,Power User,English,True,236.76
309,USR00309,34,Female,France,Lyon,2022-01-06,Email Campaign,New User,English,True,497.37
310,USR00310,50,Female,France,Marseille,2022-06-05,Organic,At-Risk User,English,False,785.14
311,USR00311,29,Male,Brazil,Rio de Janeiro,2021-08-18,Paid Ad,Power User,English,True,509.13
312,USR00312,39,Male,UK,London,2021-05-05,Social Media,At-Risk User,French,True,215.24
313,USR00313,39,Male,UK,Manchester,2021-07-25,Email Campaign,At-Risk User,Portuguese,True,510.86
314,USR00314,63,Female,USA,New York,2021-05-23,Referral,At-Risk User,German,False,436.59
315,USR00315,47,Female,France,Paris,2021-08-31,Social Media,New User,English,True,626.08
316,USR00316,55,Male,Brazil,Rio de Janeiro,2022-05-21,Paid Ad,At-Risk User,English,True,94.51
317,USR00317,55,Female,Australia,Brisbane,2021-01-27,Referral,Casual Viewer,Spanish,False,611.21
318,USR00318,62,Male,India,Delhi,2022-01-05,Social Media,Power User,English,False,437.6
319,USR00319,25,Female,UK,Birmingham,2022-07-22,Social Media,Power User,English,False,770.76
320,USR00320,44,Female,Brazil,São Paulo,2022-08-10,Organic,Power User,German,True,280.08
321,USR00321,44,Female,France,Lyon,2022-01-13,Referral,Power User,French,True,509.77
322,USR00322,51,Male,Brazil,Rio de Janeiro,2022-04-24,Social Media,Casual Viewer,French,True,746.3
323,USR00323,38,Female,France,Marseille,2022-07-19,Social Media,Casual Viewer,English,False,90.98
324,USR00324,47,Female,Brazil,Rio de Janeiro,2021-05-13,Organic,Casual Viewer,English,True,750.41
325,USR00325,50,Non-Binary,USA,New York,2022-09-19,Email Campaign,Casual Viewer,Hindi,True,553.43
326,USR00326,45,Female,Germany,Munich,2021-03-30,Email Campaign,Casual Viewer,English,True,63.59
327,USR00327,64,Male,Canada,Toronto,2021-03-09,Email Campaign,Power User,English,False,247.76
328,USR00328,50,Female,Brazil,São Paulo,2021-11-13,Referral,At-Risk User,Portuguese,True,569.46
329,USR00329,22,Female,France,Marseille,2022-02-12,Paid Ad,New User,English,True,63.21
330,USR00330,36,Female,France,Marseille,2022-05-06,Paid Ad,Casual Viewer,English,True,469.91
331,USR00331,21,Female,France,Paris,2022-06-23,Email Campaign,Casual Viewer,English,True,283.25
332,USR00332,52,Male,Canada,Montreal,2022-02-25,Email Campaign,At-Risk User,French,True,500.52
333,USR00333,34,Female,France,Marseille,2022-02-24,Referral,Casual Viewer,Spanish,True,46.14
334,USR00334,61,Male,USA,New York,2022-08-12,Referral,At-Risk User,German,True,698.51
335,USR00335,45,Female,France,Lyon,2021-03-17,Social Media,Casual Viewer,English,True,779.06
336,USR00336,47,Male,France,Lyon,2021-05-09,Paid Ad,New User,Spanish,True,775.41
337,USR00337,46,Female,UK,Birmingham,2021-11-21,Organic,Power User,Spanish,True,602.22
338,USR00338,63,Male,France,Marseille,2022-10-20,Social Media,Power User,English,True,112.77
339,USR00339,23,Male,Australia,Sydney,2021-03-17,Referral,Power User,English,True,609.03
340,USR00340,52,Non-Binary,Canada,Toronto,2022-04-06,Paid Ad,Casual Viewer,Portuguese,True,29.42
341,USR00341,58,Male,France,Paris,2022-04-23,Email Campaign,Power User,English,True,27.48
342,USR00342,54,Female,UK,London,2022-11-28,Social Media,Casual Viewer,German,True,265.65
343,USR00343,41,Female,USA,Los Angeles,2022-06-14,Referral,New User,English,True,396.03
344,USR00344,46,Female,UK,London,2021-12-19,Email Campaign,Casual Viewer,English,False,618.62
345,USR00345,63,Female,Canada,Toronto,2021-05-12,Email Campaign,Casual Viewer,English,True,549.8
346,USR00346,48,Female,France,Marseille,2022-07-19,Paid Ad,Casual Viewer,English,False,362.26
347,USR00347,52,Male,Brazil,São Paulo,2022-10-18,Email Campaign,Casual Viewer,French,True,226.17
348,USR00348,50,Male,Canada,Montreal,2022-08-25,Paid Ad,Casual Viewer,French,True,797.73
349,USR00349,38,Female,Germany,Berlin,2021-07-06,Organic,Power User,French,False,346.68
350,USR00350,49,Female,Australia,Sydney,2021-05-13,Social Media,Casual Viewer,English,True,366.6
351,USR00351,40,Female,Brazil,Brasília,2022-03-20,Social Media,Casual Viewer,English,True,139.26
352,USR00352,50,Male,India,Delhi,2022-05-30,Referral,Casual Viewer,English,True,637.9
353,USR00353,20,Male,Brazil,Rio de Janeiro,2021-02-26,Email Campaign,Casual Viewer,English,True,558.01
354,USR00354,35,Female,USA,Chicago,2021-05-08,Email Campaign,Casual Viewer,Spanish,False,184.41
355,USR00355,42,Female,Brazil,Brasília,2022-06-15,Organic,Power User,Hindi,False,75.08
356,USR00356,59,Non-Binary,UK,Manchester,2021-06-06,Referral,New User,English,False,547.59
357,USR00357,48,Female,Brazil,Brasília,2021-11-08,Organic,New User,English,True,527.06
358,USR00358,20,Male,Canada,Montreal,2021-06-18,Social Media,Power User,English,False,225.88
359,USR00359,57,Male,USA,Chicago,2021-06-15,Referral,Casual Viewer,English,False,761.18
360,USR00360,63,Female,Australia,Brisbane,2021-11-27,Referral,New User,French,True,129.34
361,USR00361,41,Female,Germany,Hamburg,2021-08-19,Email Campaign,At-Risk User,Spanish,True,351.54
362,USR00362,49,Male,Canada,Vancouver,2021-12-21,Organic,Casual Viewer,English,False,755.46
363,USR00363,64,Female,India,Bangalore,2022-06-16,Referral,New User,English,True,341.58
364,USR00364,39,Female,India,Delhi,2021-10-18,Referral,At-Risk User,English,False,514.44
365,USR00365,40,Male,Australia,Sydney,2021-03-22,Paid Ad,Casual Viewer,English,True,324.1
366,USR00366,19,Female,India,Delhi,2021-09-14,Paid Ad,Power User,English,False,226.63
367,USR00367,44,Male,Canada,Toronto,2021-07-21,Email Campaign,New User,Hindi,True,787.34
368,USR00368,59,Male,Germany,Munich,2022-10-13,Social Media,Power User,English,True,333.37
369,USR00369,19,Male,USA,Los Angeles,2022-07-19,Email Campaign,New User,English,True,716.34
370,USR00370,43,Female,Brazil,Brasília,2021-10-09,Organic,At-Risk User,English,False,191.66
371,USR00371,34,Female,India,Delhi,2021-05-09,Email Campaign,Casual Viewer,French,True,178.35
372,USR00372,57,Female,Germany,Munich,2022-10-03,Email Campaign,Power User,English,True,34.6
373,USR00373,50,Male,Germany,Hamburg,2021-11-07,Organic,Casual Viewer,Spanish,True,524.82
374,USR00374,26,Male,Germany,Berlin,2022-09-22,Email Campaign,Casual Viewer,English,False,301.14
375,USR00375,60,Female,Canada,Vancouver,2022-07-01,Paid Ad,At-Risk User,German,True,692.84
376,USR00376,56,Female,USA,Chicago,2021-04-06,Social Media,New User,English,False,383.84
377,USR00377,46,Male,Germany,Berlin,2022-05-30,Referral,Casual Viewer,English,True,774.87
378,USR00378,59,Female,Canada,Vancouver,2022-10-19,Social Media,Casual Viewer,English,True,156.57
379,USR00379,43,Male,Canada,Vancouver,2021-06-22,Email Campaign,Power User,English,True,696.21
380,USR00380,52,Male,France,Lyon,2022-08-30,Paid Ad,Casual Viewer,English,True,623.51
381,USR00381,42,Male,Germany,Berlin,2022-08-18,Referral,Power User,English,False,619.03
382,USR00382,41,Male,Canada,Toronto,2021-06-07,Social Media,Power User,English,True,677.38
383,USR00383,30,Male,Canada,Vancouver,2021-06-25,Paid Ad,New User,Hindi,True,611.21
384,USR00384,24,Female,Australia,Melbourne,2022-11-06,Social Media,Casual Viewer,French,False,504.71
385,USR00385,53,Female,Australia,Sydney,2022-10-02,Social Media,New User,English,True,113.68
386,USR00386,62,Female,Canada,Montreal,2022-09-12,Paid Ad,Casual Viewer,English,True,35.7
387,USR00387,37,Male,UK,London,2021-12-12,Paid Ad,Power User,Spanish,False,737.47
388,USR00388,18,Male,Australia,Brisbane,2022-08-01,Organic,New User,Portuguese,True,497.15
389,USR00389,25,Male,Brazil,Brasília,2021-02-12,Email Campaign,Power User,Spanish,True,639.26
390,USR00390,63,Female,Germany,Hamburg,2021-01-30,Paid Ad,Power User,Spanish,False,390.4
391,USR00391,33,Female,Brazil,Rio de Janeiro,2021-03-25,Email Campaign,At-Risk User,Hindi,True,102.67
392,USR00392,31,Male,India,Delhi,2021-02-16,Email Campaign,Casual Viewer,Hindi,True,108.9
393,USR00393,29,Male,Canada,Montreal,2022-10-19,Social Media,New User,English,True,551.6
394,USR00394,40,Female,India,Bangalore,2022-08-14,Paid Ad,New User,Spanish,False,349.94
395,USR00395,32,Male,USA,Chicago,2021-09-29,Paid Ad,Casual Viewer,German,True,168.41
396,USR00396,45,Male,Canada,Toronto,2022-10-29,Social Media,Power User,English,True,398.36
397,USR00397,51,Female,Australia,Melbourne,2021-08-04,Organic,New User,German,False,60.73
398,USR00398,19,Male,India,Bangalore,2022-08-09,Social Media,Casual Viewer,English,False,469.76
399,USR00399,49,Female,Germany,Hamburg,2022-03-03,Email Campaign,At-Risk User,English,True,222.5
400,USR00400,40,Female,Australia,Sydney,2022-09-25,Paid Ad,New User,German,True,640.07
401,USR00401,39,Non-Binary,Australia,Melbourne,2022-10-17,Paid Ad,Power User,French,True,255.19
402,USR00402,42,Male,UK,Birmingham,2021-02-01,Organic,Power User,Spanish,False,369.62
403,USR00403,39,Non-Binary,Australia,Melbourne,2022-05-25,Social Media,New User,German,True,19.18
404,USR00404,39,Female,Brazil,Brasília,2022-10-05,Social Media,At-Risk User,Hindi,True,67.23
405,USR00405,59,Male,France,Paris,2022-07-13,Email Campaign,New User,French,False,320.07
406,USR00406,23,Female,UK,London,2021-10-24,Paid Ad,Casual Viewer,Spanish,False,389.15
407,USR00407,32,Female,USA,Los Angeles,2022-10-20,Referral,New User,English,True,484.02
408,USR00408,60,Female,India,Mumbai,2021-11-06,Referral,Power User,Hindi,False,240.41
409,USR00409,54,Male,Germany,Munich,2022-05-10,Social Media,Casual Viewer,English,True,559.04
410,USR00410,50,Female,Canada,Montreal,2021-09-08,Email Campaign,Power User,Portuguese,False,689.5
411,USR00411,25,Female,France,Paris,2022-02-20,Email Campaign,Power User,Portuguese,True,626.08
412,USR00412,61,Female,France,Marseille,2021-11-01,Referral,New User,Hindi,True,41.3
413,USR00413,61,Male,Germany,Hamburg,2022-04-10,Paid Ad,Casual Viewer,English,False,389.6
414,USR00414,22,Female,UK,London,2021-03-16,Organic,Power User,English,True,92.89
415,USR00415,56,Female,UK,London,2021-03-03,Referral,At-Risk User,Portuguese,True,201.22
416,USR00416,21,Male,USA,New York,2021-06-11,Organic,New User,English,False,789.46
417,USR00417,23,Female,UK,Birmingham,2022-03-27,Referral,New User,Portuguese,False,122.57
418,USR00418,62,Female,Australia,Melbourne,2022-03-02,Paid Ad,Power User,Spanish,True,404.12
419,USR00419,49,Female,France,Lyon,2022-05-11,Email Campaign,Casual Viewer,Hindi,True,498.34
420,USR00420,47,Female,USA,Chicago,2022-04-21,Paid Ad,Casual Viewer,English,True,564.95
421,USR00421,64,Female,Australia,Brisbane,2021-07-28,Referral,At-Risk User,German,True,452.12
422,USR00422,52,Female,Germany,Hamburg,2021-12-15,Organic,Casual Viewer,German,True,17.72
423,USR00423,57,Female,UK,London,2022-09-14,Organic,New User,English,True,267.9
424,USR00424,33,Female,Germany,Munich,2021-05-28,Email Campaign,Casual Viewer,English,False,418.99
425,USR00425,30,Female,Australia,Melbourne,2021-11-17,Email Campaign,New User,English,True,79.41
426,USR00426,59,Male,UK,Manchester,2021-11-23,Referral,Casual Viewer,English,True,287.0
427,USR00427,47,Male,Germany,Munich,2021-12-20,Referral,Power User,English,True,36.23
428,USR00428,36,Female,USA,Los Angeles,2022-02-13,Paid Ad,Power User,English,False,72.08
429,USR00429,34,Female,France,Lyon,2021-05-14,Email Campaign,Power User,German,True,323.57
430,USR00430,36,Male,France,Marseille,2022-01-15,Social Media,Power User,Hindi,True,114.85
431,USR00431,45,Male,USA,Chicago,2022-06-12,Referral,Power User,Spanish,True,458.36
432,USR00432,43,Female,Australia,Sydney,2022-07-30,Organic,Power User,Spanish,True,554.68
433,USR00433,54,Male,UK,Birmingham,2021-04-19,Paid Ad,Casual Viewer,English,True,642.46
434,USR00434,43,Male,Brazil,Brasília,2021-11-23,Social Media,Casual Viewer,English,False,168.12
435,USR00435,40,Female,India,Delhi,2021-09-05,Referral,Casual Viewer,English,False,142.31
436,USR00436,26,Non-Binary,USA,New York,2022-04-23,Referral,Power User,Spanish,True,92.61
437,USR00437,29,Female,UK,Manchester,2021-05-06,Referral,Casual Viewer,Hindi,True,512.78
438,USR00438,18,Female,France,Paris,2021-10-01,Paid Ad,New User,Portuguese,False,568.12
439,USR00439,18,Female,Australia,Brisbane,2022-04-06,Paid Ad,At-Risk User,German,True,34.95
440,USR00440,64,Male,France,Marseille,2021-09-11,Organic,At-Risk User,Spanish,True,749.61
441,USR00441,51,Female,Germany,Munich,2021-05-25,Paid Ad,Casual Viewer,English,True,51.06
442,USR00442,49,Female,Brazil,Rio de Janeiro,2021-04-10,Organic,New User,English,True,437.62
443,USR00443,42,Female,India,Delhi,2021-02-21,Paid Ad,Casual Viewer,Spanish,True,570.16
444,USR00444,57,Female,Brazil,Brasília,2021-10-25,Social Media,Casual Viewer,English,False,698.07
445,USR00445,62,Male,Brazil,Brasília,2022-01-29,Email Campaign,Casual Viewer,English,False,574.13
446,USR00446,18,Male,India,Bangalore,2022-09-23,Organic,At-Risk User,English,False,643.37
447,USR00447,33,Non-Binary,Germany,Berlin,2022-03-05,Email Campaign,At-Risk User,English,True,278.17
448,USR00448,56,Male,India,Delhi,2021-09-12,Referral,At-Risk User,Spanish,True,653.71
449,USR00449,22,Non-Binary,France,Paris,2021-06-13,Email Campaign,New User,English,False,73.29
450,USR00450,39,Female,India,Bangalore,2021-12-02,Email Campaign,At-Risk User,English,False,716.91
451,USR00451,46,Female,Brazil,Brasília,2022-08-15,Organic,Casual Viewer,English,True,442.6
452,USR00452,20,Non-Binary,Germany,Berlin,2021-11-17,Organic,Casual Viewer,Spanish,False,655.67
453,USR00453,29,Non-Binary,Australia,Melbourne,2021-07-14,Organic,Power User,French,False,367.33
454,USR00454,43,Female,Canada,Vancouver,2021-06-13,Organic,Power User,English,True,518.43
455,USR00455,33,Male,UK,Birmingham,2022-05-26,Paid Ad,At-Risk User,German,True,425.86
456,USR00456,54,Female,Germany,Hamburg,2022-06-12,Email Campaign,Power User,English,True,587.96
457,USR00457,39,Male,France,Marseille,2022-04-24,Social Media,New User,English,True,74.49
458,USR00458,46,Female,India,Delhi,2022-05-26,Social Media,New User,French,True,57.68
459,USR00459,31,Male,Germany,Berlin,2021-11-12,Social Media,Casual Viewer,German,False,205.21
460,USR00460,45,Female,Canada,Montreal,2022-05-25,Paid Ad,New User,German,True,136.04
461,USR00461,22,Female,USA,Chicago,2021-01-24,Paid Ad,New User,English,True,698.71
462,USR00462,64,Female,Canada,Toronto,2021-04-03,Email Campaign,Power User,Hindi,True,183.18
463,USR00463,47,Female,Canada,Vancouver,2022-02-07,Social Media,Casual Viewer,English,True,780.93
464,USR00464,63,Female,Canada,Montreal,2022-06-02,Referral,Power User,English,False,276.15
465,USR00465,22,Male,India,Delhi,2022-04-14,Email Campaign,Casual Viewer,English,True,153.87
466,USR00466,29,Male,UK,Birmingham,2021-09-04,Referral,Casual Viewer,French,True,633.86
467,USR00467,33,Male,UK,Manchester,2021-08-09,Email Campaign,Power User,English,False,530.38
468,USR00468,43,Female,Germany,Berlin,2022-08-21,Referral,New User,German,True,403.57
469,USR00469,43,Female,Germany,Hamburg,2021-12-28,Organic,Casual Viewer,English,True,448.74
470,USR00470,38,Female,USA,Chicago,2021-02-19,Social Media,Power User,Portuguese,True,578.17
471,USR00471,56,Male,Australia,Brisbane,2021-02-21,Paid Ad,Casual Viewer,English,True,190.48
472,USR00472,53,Male,India,Bangalore,2021-10-16,Organic,Casual Viewer,Hindi,True,797.1
473,USR00473,50,Female,Australia,Brisbane,2022-05-22,Organic,Casual Viewer,English,True,780.09
474,USR00474,47,Female,UK,London,2022-09-04,Organic,Casual Viewer,English,True,523.76
475,USR00475,54,Male,Australia,Brisbane,2022-11-01,Paid Ad,Power User,Spanish,False,167.64
476,USR00476,40,Male,Brazil,Brasília,2022-11-20,Paid Ad,Casual Viewer,English,True,547.38
477,USR00477,27,Male,India,Delhi,2022-04-27,Referral,Casual Viewer,English,True,67.04
478,USR00478,22,Female,Germany,Hamburg,2021-10-20,Paid Ad,Power User,Hindi,True,34.22
479,USR00479,53,Male,France,Lyon,2022-07-04,Email Campaign,Power User,French,True,213.57
480,USR00480,51,Female,France,Paris,2021-01-09,Organic,Power User,Hindi,True,375.47
481,USR00481,48,Male,Australia,Melbourne,2021-04-21,Paid Ad,New User,German,True,695.94
482,USR00482,27,Female,USA,Los Angeles,2022-03-18,Organic,Power User,Hindi,False,584.46
483,USR00483,36,Male,Canada,Toronto,2021-05-18,Social Media,Power User,Spanish,True,596.74
484,USR00484,49,Male,France,Paris,2021-09-28,Email Campaign,Power User,English,True,346.14
485,USR00485,18,Female,France,Lyon,2022-01-10,Email Campaign,New User,English,True,283.29
486,USR00486,22,Female,Brazil,Rio de Janeiro,2022-02-17,Paid Ad,New User,Spanish,False,303.12
487,USR00487,62,Female,Australia,Sydney,2022-01-10,Organic,Casual Viewer,English,True,790.24
488,USR00488,21,Male,Germany,Berlin,2021-02-16,Organic,Casual Viewer,German,True,41.69
489,USR00489,33,Female,India,Mumbai,2022-02-15,Email Campaign,Power User,German,True,694.95
490,USR00490,41,Male,India,Mumbai,2021-02-22,Email Campaign,Casual Viewer,English,False,467.15
491,USR00491,33,Male,UK,London,2022-08-07,Paid Ad,Power User,English,True,356.51
492,USR00492,19,Male,UK,Manchester,2022-07-30,Organic,Power User,Hindi,False,582.95
493,USR00493,45,Female,Australia,Sydney,2021-07-19,Email Campaign,New User,Hindi,True,394.47
494,USR00494,49,Male,USA,Chicago,2022-01-07,Social Media,Power User,English,True,700.0
495,USR00495,44,Female,Canada,Montreal,2022-07-21,Email Campaign,Power User,English,True,721.55
496,USR00496,37,Male,Germany,Hamburg,2021-10-23,Paid Ad,New User,German,True,343.16
497,USR00497,41,Male,Australia,Brisbane,2021-03-17,Referral,At-Risk User,French,True,228.69
498,USR00498,29,Male,UK,London,2022-01-31,Referral,Casual Viewer,English,True,477.96
499,USR00499,52,Female,Australia,Brisbane,2022-06-01,Social Media,Power User,Hindi,False,730.77
500,USR00500,50,Female,UK,Manchester,2022-04-07,Organic,Power User,Spanish,True,176.42
