user_key,user_id,age,gender,country,city,signup_date,acquisition_channel,user_segment,preferred_language,email_opt_in,lifetime_value_usd,age_group,signup_year,signup_month,high_value_customer
235,USR00235,33,Female,UK,Manchester,2022-11-19,Organic,Power User,Portuguese,True,184.18,26-35,2022,November,0
236,USR00236,46,Female,USA,Los Angeles,2022-10-15,Social Media,Power User,German,True,157.29,46-55,2022,October,0
237,USR00237,20,Female,Brazil,Brasília,2022-02-20,Paid Ad,Power User,English,True,625.87,18-25,2022,February,1
238,USR00238,37,Male,UK,Manchester,2022-01-08,Organic,At-Risk User,English,True,286.6,36-45,2022,January,0
239,USR00239,53,Male,India,Delhi,2022-06-10,Paid Ad,Casual Viewer,English,True,55.7,46-55,2022,June,0
240,USR00240,36,Male,India,Bangalore,2022-11-27,Email Campaign,Casual Viewer,English,True,775.59,36-45,2022,November,1
241,USR00241,43,Female,Australia,Melbourne,2021-06-13,Paid Ad,New User,English,True,708.19,36-45,2021,June,1
242,USR00242,20,Female,India,Delhi,2021-02-01,Paid Ad,Casual Viewer,English,True,742.92,18-25,2021,February,1
243,USR00243,36,Male,India,Delhi,2021-05-27,Paid Ad,Casual Viewer,Spanish,True,795.98,36-45,2021,May,1
244,USR00244,37,Female,Brazil,São Paulo,2022-09-15,Organic,New User,English,True,147.38,36-45,2022,September,0
245,USR00245,49,Male,UK,Birmingham,2022-11-26,Paid Ad,Casual Viewer,German,True,323.03,46-55,2022,November,0
246,USR00246,24,Female,Germany,Berlin,2022-03-25,Email Campaign,New User,English,True,609.01,18-25,2022,March,1
247,USR00247,58,Female,UK,Manchester,2021-02-05,Referral,New User,English,True,559.86,56-65,2021,February,1
248,USR00248,50,Female,Australia,Melbourne,2021-05-10,Social Media,Power User,French,True,131.58,46-55,2021,May,0
249,USR00249,57,Male,Germany,Berlin,2021-03-10,Email Campaign,At-Risk User,German,True,654.51,56-65,2021,March,1
250,USR00250,56,Male,Canada,Vancouver,2021-08-30,Referral,Casual Viewer,Hindi,False,187.31,56-65,2021,August,0
251,USR00251,35,Male,Canada,Montreal,2022-10-23,Paid Ad,Casual Viewer,English,True,186.82,26-35,2022,October,0
252,USR00252,57,Non-Binary,France,Marseille,2022-01-11,Organic,Power User,English,True,434.21,56-65,2022,January,1
253,USR00253,18,Male,USA,Chicago,2022-01-06,Social Media,Casual Viewer,Spanish,False,478.42,,2022,January,1
254,USR00254,28,Female,Australia,Melbourne,2022-01-28,Organic,Power User,German,False,468.27,26-35,2022,January,1
255,USR00255,45,Non-Binary,Brazil,Brasília,2022-08-04,Email Campaign,Casual Viewer,Hindi,True,82.27,36-45,2022,August,0
256,USR00256,42,Female,Brazil,Brasília,2021-02-03,Email Campaign,New User,Hindi,True,703.19,36-45,2021,February,1
257,USR00257,40,Female,USA,Los Angeles,2022-09-12,Organic,New User,German,False,219.82,36-45,2022,September,0
258,USR00258,48,Male,UK,London,2021-06-07,Email Campaign,Power User,Portuguese,False,112.32,46-55,2021,June,0
259,USR00259,47,Male,Canada,Toronto,2022-11-27,Organic,Casual Viewer,English,True,712.11,46-55,2022,November,1
260,USR00260,59,Male,Brazil,Rio de Janeiro,2022-04-06,Paid Ad,Casual Viewer,Portuguese,True,764.96,56-65,2022,April,1
261,USR00261,52,Female,Brazil,Brasília,2022-01-15,Referral,Casual Viewer,English,True,691.08,46-55,2022,January,1
262,USR00262,24,Female,Brazil,São Paulo,2022-01-16,Referral,New User,English,True,649.52,18-25,2022,January,1
263,USR00263,33,Female,Canada,Toronto,2022-03-31,Email Campaign,Casual Viewer,English,True,527.64,26-35,2022,March,1
264,USR00264,43,Male,UK,London,2021-03-20,Referral,Power User,English,True,445.18,36-45,2021,March,1
265,USR00265,19,Female,France,Lyon,2022-08-11,Paid Ad,Power User,English,True,78.72,18-25,2022,August,0
266,USR00266,18,Female,Germany,Berlin,2021-05-21,Email Campaign,Casual Viewer,Portuguese,False,332.68,,2021,May,0
267,USR00267,29,Male,India,Mumbai,2022-06-27,Social Media,New User,Hindi,True,304.42,26-35,2022,June,0
268,USR00268,22,Female,Brazil,Rio de Janeiro,2022-01-11,Email Campaign,New User,Portuguese,True,215.21,18-25,2022,January,0
269,USR00269,54,Male,Germany,Munich,2022-02-12,Email Campaign,Power User,Spanish,True,581.5,46-55,2022,February,1
270,USR00270,49,Non-Binary,USA,Los Angeles,2021-11-18,Social Media,Power User,English,False,401.74,46-55,2021,November,0
271,USR00271,26,Female,France,Paris,2022-10-28,Referral,Casual Viewer,Portuguese,True,74.03,26-35,2022,October,0
272,USR00272,58,Male,Canada,Toronto,2021-10-13,Referral,Power User,French,True,183.94,56-65,2021,October,0
273,USR00273,52,Male,Germany,Munich,2021-09-13,Paid Ad,New User,German,True,549.77,46-55,2021,September,1
274,USR00274,36,Female,Brazil,Brasília,2021-04-27,Referral,Power User,Hindi,True,70.14,36-45,2021,April,0
275,USR00275,33,Female,UK,Manchester,2021-01-27,Social Media,Casual Viewer,English,True,682.45,26-35,2021,January,1
276,USR00276,20,Male,USA,New York,2021-07-10,Organic,At-Risk User,Spanish,True,401.17,18-25,2021,July,0
277,USR00277,37,Non-Binary,USA,New York,2022-05-27,Paid Ad,New User,English,True,389.66,36-45,2022,May,0
278,USR00278,41,Female,India,Delhi,2022-06-15,Paid Ad,Power User,English,True,478.0,36-45,2022,June,1
279,USR00279,50,Male,Canada,Montreal,2022-02-01,Referral,Power User,French,True,661.5,46-55,2022,February,1
280,USR00280,41,Male,India,Bangalore,2022-07-30,Social Media,Casual Viewer,English,True,284.77,36-45,2022,July,0
281,USR00281,28,Female,Germany,Berlin,2021-05-01,Organic,At-Risk User,French,True,545.63,26-35,2021,May,1
282,USR00282,25,Female,UK,Birmingham,2021-09-26,Organic,Casual Viewer,Portuguese,True,456.93,18-25,2021,September,1
283,USR00283,53,Female,Germany,Hamburg,2021-09-24,Social Media,Casual Viewer,Portuguese,True,220.95,46-55,2021,September,0
284,USR00284,55,Female,Canada,Montreal,2022-04-02,Referral,Power User,English,False,704.12,46-55,2022,April,1
285,USR00285,57,Male,Australia,Melbourne,2021-08-08,Paid Ad,Casual Viewer,Portuguese,True,639.97,56-65,2021,August,1
286,USR00286,37,Female,Brazil,São Paulo,2022-09-19,Paid Ad,At-Risk User,Portuguese,True,530.18,36-45,2022,September,1
287,USR00287,52,Non-Binary,France,Lyon,2021-10-20,Email Campaign,Power User,English,False,681.96,46-55,2021,October,1
288,USR00288,42,Male,USA,Chicago,2022-05-18,Social Media,Casual Viewer,Spanish,True,695.16,36-45,2022,May,1
289,USR00289,52,Female,Australia,Sydney,2021-07-24,Social Media,Power User,German,True,569.61,46-55,2021,July,1
290,USR00290,42,Male,Canada,Vancouver,2021-05-06,Social Media,Casual Viewer,Portuguese,True,671.24,36-45,2021,May,1
291,USR00291,46,Female,USA,New York,2021-05-19,Email Campaign,Casual Viewer,English,True,561.0,46-55,2021,May,1
292,USR00292,35,Female,France,Lyon,2021-03-17,Referral,Power User,Spanish,False,547.31,26-35,2021,March,1
293,USR00293,63,Female,Germany,Berlin,2022-04-08,Organic,Power User,Portuguese,True,498.7,56-65,2022,April,1
294,USR00294,35,Female,Canada,Vancouver,2021-06-26,Email Campaign,New User,English,True,604.65,26-35,2021,June,1
295,USR00295,19,Male,Germany,Hamburg,2022-04-01,Paid Ad,New User,French,True,135.3,18-25,2022,April,0
296,USR00296,52,Female,India,Delhi,2021-03-31,Referral,Casual Viewer,English,True,705.89,46-55,2021,March,1
297,USR00297,33,Male,Australia,Brisbane,2022-11-30,Email Campaign,Casual Viewer,Portuguese,True,698.76,26-35,2022,November,1
298,USR00298,58,Female,USA,Los Angeles,2021-11-24,Organic,New User,English,True,33.11,56-65,2021,November,0
299,USR00299,53,Female,USA,Chicago,2022-11-15,Social Media,Casual Viewer,German,True,662.4,46-55,2022,November,1
300,USR00300,50,Female,Brazil,Brasília,2021-12-22,Organic,Casual Viewer,English,False,111.81,46-55,2021,December,0
301,USR00301,21,Male,Brazil,Rio de Janeiro,2021-03-08,Organic,Casual Viewer,French,True,274.74,18-25,2021,March,0
302,USR00302,50,Male,India,Delhi,2022-07-18,Paid Ad,Casual Viewer,Spanish,True,597.37,46-55,2022,July,1
303,USR00303,31,Female,France,Paris,2022-07-10,Referral,Power User,German,True,137.0,26-35,2022,July,0
304,USR00304,38,Non-Binary,India,Delhi,2021-10-25,Organic,Casual Viewer,English,True,656.19,36-45,2021,October,1
305,USR00305,37,Female,UK,London,2021-11-04,Referral,Casual Viewer,English,True,667.39,36-45,2021,November,1
306,USR00306,25,Male,UK,Manchester,2021-06-11,Paid Ad,At-Risk User,English,True,410.9,18-25,2021,June,0
307,USR00307,24,Female,Canada,Toronto,2022-10-16,Social Media,At-Risk User,English,True,15.04,18-25,2022,October,0
308,USR00308,20,Male,Brazil,Brasília,2021-06-28,Social Media,Power User,English,True,236.76,18-25,2021,June,0
309,USR00309,34,Female,France,Lyon,2022-01-06,Email Campaign,New User,English,True,497.37,26-35,2022,January,1
310,USR00310,50,Female,France,Marseille,2022-06-05,Organic,At-Risk User,English,False,785.14,46-55,2022,June,1
311,USR00311,29,Male,Brazil,Rio de Janeiro,2021-08-18,Paid Ad,Power User,English,True,509.13,26-35,2021,August,1
312,USR00312,39,Male,UK,London,2021-05-05,Social Media,At-Risk User,French,True,215.24,36-45,2021,May,0
313,USR00313,39,Male,UK,Manchester,2021-07-25,Email Campaign,At-Risk User,Portuguese,True,510.86,36-45,2021,July,1
314,USR00314,63,Female,USA,New York,2021-05-23,Referral,At-Risk User,German,False,436.59,56-65,2021,May,1
315,USR00315,47,Female,France,Paris,2021-08-31,Social Media,New User,English,True,626.08,46-55,2021,August,1
316,USR00316,55,Male,Brazil,Rio de Janeiro,2022-05-21,Paid Ad,At-Risk User,English,True,94.51,46-55,2022,May,0
317,USR00317,55,Female,Australia,Brisbane,2021-01-27,Referral,Casual Viewer,Spanish,False,611.21,46-55,2021,January,1
318,USR00318,62,Male,India,Delhi,2022-01-05,Social Media,Power User,English,False,437.6,56-65,2022,January,1
319,USR00319,25,Female,UK,Birmingham,2022-07-22,Social Media,Power User,English,False,770.76,18-25,2022,July,1
320,USR00320,44,Female,Brazil,São Paulo,2022-08-10,Organic,Power User,German,True,280.08,36-45,2022,August,0
321,USR00321,44,Female,France,Lyon,2022-01-13,Referral,Power User,French,True,509.77,36-45,2022,January,1
322,USR00322,51,Male,Brazil,Rio de Janeiro,2022-04-24,Social Media,Casual Viewer,French,True,746.3,46-55,2022,April,1
323,USR00323,38,Female,France,Marseille,2022-07-19,Social Media,Casual Viewer,English,False,90.98,36-45,2022,July,0
324,USR00324,47,Female,Brazil,Rio de Janeiro,2021-05-13,Organic,Casual Viewer,English,True,750.41,46-55,2021,May,1
325,USR00325,50,Non-Binary,USA,New York,2022-09-19,Email Campaign,Casual Viewer,Hindi,True,553.43,46-55,2022,September,1
326,USR00326,45,Female,Germany,Munich,2021-03-30,Email Campaign,Casual Viewer,English,True,63.59,36-45,2021,March,0
327,USR00327,64,Male,Canada,Toronto,2021-03-09,Email Campaign,Power User,English,False,247.76,56-65,2021,March,0
328,USR00328,50,Female,Brazil,São Paulo,2021-11-13,Referral,At-Risk User,Portuguese,True,569.46,46-55,2021,November,1
329,USR00329,22,Female,France,Marseille,2022-02-12,Paid Ad,New User,English,True,63.21,18-25,2022,February,0
330,USR00330,36,Female,France,Marseille,2022-05-06,Paid Ad,Casual Viewer,English,True,469.91,36-45,2022,May,1
331,USR00331,21,Female,France,Paris,2022-06-23,Email Campaign,Casual Viewer,English,True,283.25,18-25,2022,June,0
332,USR00332,52,Male,Canada,Montreal,2022-02-25,Email Campaign,At-Risk User,French,True,500.52,46-55,2022,February,1
333,USR00333,34,Female,France,Marseille,2022-02-24,Referral,Casual Viewer,Spanish,True,46.14,26-35,2022,February,0
334,USR00334,61,Male,USA,New York,2022-08-12,Referral,At-Risk User,German,True,698.51,56-65,2022,August,1
335,USR00335,45,Female,France,Lyon,2021-03-17,Social Media,Casual Viewer,English,True,779.06,36-45,2021,March,1
336,USR00336,47,Male,France,Lyon,2021-05-09,Paid Ad,New User,Spanish,True,775.41,46-55,2021,May,1
337,USR00337,46,Female,UK,Birmingham,2021-11-21,Organic,Power User,Spanish,True,602.22,46-55,2021,November,1
338,USR00338,63,Male,France,Marseille,2022-10-20,Social Media,Power User,English,True,112.77,56-65,2022,October,0
339,USR00339,23,Male,Australia,Sydney,2021-03-17,Referral,Power User,English,True,609.03,18-25,2021,March,1
340,USR00340,52,Non-Binary,Canada,Toronto,2022-04-06,Paid Ad,Casual Viewer,Portuguese,True,29.42,46-55,2022,April,0
341,USR00341,58,Male,France,Paris,2022-04-23,Email Campaign,Power User,English,True,27.48,56-65,2022,April,0
342,USR00342,54,Female,UK,London,2022-11-28,Social Media,Casual Viewer,German,True,265.65,46-55,2022,November,0
343,USR00343,41,Female,USA,Los Angeles,2022-06-14,Referral,New User,English,True,396.03,36-45,2022,June,0
344,USR00344,46,Female,UK,London,2021-12-19,Email Campaign,Casual Viewer,English,False,618.62,46-55,2021,December,1
345,USR00345,63,Female,Canada,Toronto,2021-05-12,Email Campaign,Casual Viewer,English,True,549.8,56-65,2021,May,1
346,USR00346,48,Female,France,Marseille,2022-07-19,Paid Ad,Casual Viewer,English,False,362.26,46-55,2022,July,0
347,USR00347,52,Male,Brazil,São Paulo,2022-10-18,Email Campaign,Casual Viewer,French,True,226.17,46-55,2022,October,0
348,USR00348,50,Male,Canada,Montreal,2022-08-25,Paid Ad,Casual Viewer,French,True,797.73,46-55,2022,August,1
349,USR00349,38,Female,Germany,Berlin,2021-07-06,Organic,Power User,French,False,346.68,36-45,2021,July,0
350,USR00350,49,Female,Australia,Sydney,2021-05-13,Social Media,Casual Viewer,English,True,366.6,46-55,2021,May,0
351,USR00351,40,Female,Brazil,Brasília,2022-03-20,Social Media,Casual Viewer,English,True,139.26,36-45,2022,March,0
352,USR00352,50,Male,India,Delhi,2022-05-30,Referral,Casual Viewer,English,True,637.9,46-55,2022,May,1
353,USR00353,20,Male,Brazil,Rio de Janeiro,2021-02-26,Email Campaign,Casual Viewer,English,True,558.01,18-25,2021,February,1
354,USR00354,35,Female,USA,Chicago,2021-05-08,Email Campaign,Casual Viewer,Spanish,False,184.41,26-35,2021,May,0
355,USR00355,42,Female,Brazil,Brasília,2022-06-15,Organic,Power User,Hindi,False,75.08,36-45,2022,June,0
356,USR00356,59,Non-Binary,UK,Manchester,2021-06-06,Referral,New User,English,False,547.59,56-65,2021,June,1
357,USR00357,48,Female,Brazil,Brasília,2021-11-08,Organic,New User,English,True,527.06,46-55,2021,November,1
358,USR00358,20,Male,Canada,Montreal,2021-06-18,Social Media,Power User,English,False,225.88,18-25,2021,June,0
359,USR00359,57,Male,USA,Chicago,2021-06-15,Referral,Casual Viewer,English,False,761.18,56-65,2021,June,1
360,USR00360,63,Female,Australia,Brisbane,2021-11-27,Referral,New User,French,True,129.34,56-65,2021,November,0
361,USR00361,41,Female,Germany,Hamburg,2021-08-19,Email Campaign,At-Risk User,Spanish,True,351.54,36-45,2021,August,0
362,USR00362,49,Male,Canada,Vancouver,2021-12-21,Organic,Casual Viewer,English,False,755.46,46-55,2021,December,1
363,USR00363,64,Female,India,Bangalore,2022-06-16,Referral,New User,English,True,341.58,56-65,2022,June,0
364,USR00364,39,Female,India,Delhi,2021-10-18,Referral,At-Risk User,English,False,514.44,36-45,2021,October,1
365,USR00365,40,Male,Australia,Sydney,2021-03-22,Paid Ad,Casual Viewer,English,True,324.1,36-45,2021,March,0
366,USR00366,19,Female,India,Delhi,2021-09-14,Paid Ad,Power User,English,False,226.63,18-25,2021,September,0
367,USR00367,44,Male,Canada,Toronto,2021-07-21,Email Campaign,New User,Hindi,True,787.34,36-45,2021,July,1
368,USR00368,59,Male,Germany,Munich,2022-10-13,Social Media,Power User,English,True,333.37,56-65,2022,October,0
369,USR00369,19,Male,USA,Los Angeles,2022-07-19,Email Campaign,New User,English,True,716.34,18-25,2022,July,1
370,USR00370,43,Female,Brazil,Brasília,2021-10-09,Organic,At-Risk User,English,False,191.66,36-45,2021,October,0
371,USR00371,34,Female,India,Delhi,2021-05-09,Email Campaign,Casual Viewer,French,True,178.35,26-35,2021,May,0
372,USR00372,57,Female,Germany,Munich,2022-10-03,Email Campaign,Power User,English,True,34.6,56-65,2022,October,0
373,USR00373,50,Male,Germany,Hamburg,2021-11-07,Organic,Casual Viewer,Spanish,True,524.82,46-55,2021,November,1
374,USR00374,26,Male,Germany,Berlin,2022-09-22,Email Campaign,Casual Viewer,English,False,301.14,26-35,2022,September,0
375,USR00375,60,Female,Canada,Vancouver,2022-07-01,Paid Ad,At-Risk User,German,True,692.84,56-65,2022,July,1
376,USR00376,56,Female,USA,Chicago,2021-04-06,Social Media,New User,English,False,383.84,56-65,2021,April,0
377,USR00377,46,Male,Germany,Berlin,2022-05-30,Referral,Casual Viewer,English,True,774.87,46-55,2022,May,1
378,USR00378,59,Female,Canada,Vancouver,2022-10-19,Social Media,Casual Viewer,English,True,156.57,56-65,2022,October,0
379,USR00379,43,Male,Canada,Vancouver,2021-06-22,Email Campaign,Power User,English,True,696.21,36-45,2021,June,1
380,USR00380,52,Male,France,Lyon,2022-08-30,Paid Ad,Casual Viewer,English,True,623.51,46-55,2022,August,1
381,USR00381,42,Male,Germany,Berlin,2022-08-18,Referral,Power User,English,False,619.03,36-45,2022,August,1
382,USR00382,41,Male,Canada,Toronto,2021-06-07,Social Media,Power User,English,True,677.38,36-45,2021,June,1
383,USR00383,30,Male,Canada,Vancouver,2021-06-25,Paid Ad,New User,Hindi,True,611.21,26-35,2021,June,1
384,USR00384,24,Female,Australia,Melbourne,2022-11-06,Social Media,Casual Viewer,French,False,504.71,18-25,2022,November,1
385,USR00385,53,Female,Australia,Sydney,2022-10-02,Social Media,New User,English,True,113.68,46-55,2022,October,0
386,USR00386,62,Female,Canada,Montreal,2022-09-12,Paid Ad,Casual Viewer,English,True,35.7,56-65,2022,September,0
387,USR00387,37,Male,UK,London,2021-12-12,Paid Ad,Power User,Spanish,False,737.47,36-45,2021,December,1
388,USR00388,18,Male,Australia,Brisbane,2022-08-01,Organic,New User,Portuguese,True,497.15,,2022,August,1
389,USR00389,25,Male,Brazil,Brasília,2021-02-12,Email Campaign,Power User,Spanish,True,639.26,18-25,2021,February,1
390,USR00390,63,Female,Germany,Hamburg,2021-01-30,Paid Ad,Power User,Spanish,False,390.4,56-65,2021,January,0
391,USR00391,33,Female,Brazil,Rio de Janeiro,2021-03-25,Email Campaign,At-Risk User,Hindi,True,102.67,26-35,2021,March,0
392,USR00392,31,Male,India,Delhi,2021-02-16,Email Campaign,Casual Viewer,Hindi,True,108.9,26-35,2021,February,0
393,USR00393,29,Male,Canada,Montreal,2022-10-19,Social Media,New User,English,True,551.6,26-35,2022,October,1
394,USR00394,40,Female,India,Bangalore,2022-08-14,Paid Ad,New User,Spanish,False,349.94,36-45,2022,August,0
395,USR00395,32,Male,USA,Chicago,2021-09-29,Paid Ad,Casual Viewer,German,True,168.41,26-35,2021,September,0
396,USR00396,45,Male,Canada,Toronto,2022-10-29,Social Media,Power User,English,True,398.36,36-45,2022,October,0
397,USR00397,51,Female,Australia,Melbourne,2021-08-04,Organic,New User,German,False,60.73,46-55,2021,August,0
398,USR00398,19,Male,India,Bangalore,2022-08-09,Social Media,Casual Viewer,English,False,469.76,18-25,2022,August,1
399,USR00399,49,Female,Germany,Hamburg,2022-03-03,Email Campaign,At-Risk User,English,True,222.5,46-55,2022,March,0
400,USR00400,40,Female,Australia,Sydney,2022-09-25,Paid Ad,New User,German,True,640.07,36-45,2022,September,1
401,USR00401,39,Non-Binary,Australia,Melbourne,2022-10-17,Paid Ad,Power User,French,True,255.19,36-45,2022,October,0
402,USR00402,42,Male,UK,Birmingham,2021-02-01,Organic,Power User,Spanish,False,369.62,36-45,2021,February,0
403,USR00403,39,Non-Binary,Australia,Melbourne,2022-05-25,Social Media,New User,German,True,19.18,36-45,2022,May,0
404,USR00404,39,Female,Brazil,Brasília,2022-10-05,Social Media,At-Risk User,Hindi,True,67.23,36-45,2022,October,0
405,USR00405,59,Male,France,Paris,2022-07-13,Email Campaign,New User,French,False,320.07,56-65,2022,July,0
406,USR00406,23,Female,UK,London,2021-10-24,Paid Ad,Casual Viewer,Spanish,False,389.15,18-25,2021,October,0
407,USR00407,32,Female,USA,Los Angeles,2022-10-20,Referral,New User,English,True,484.02,26-35,2022,October,1
408,USR00408,60,Female,India,Mumbai,2021-11-06,Referral,Power User,Hindi,False,240.41,56-65,2021,November,0
409,USR00409,54,Male,Germany,Munich,2022-05-10,Social Media,Casual Viewer,English,True,559.04,46-55,2022,May,1
410,USR00410,50,Female,Canada,Montreal,2021-09-08,Email Campaign,Power User,Portuguese,False,689.5,46-55,2021,September,1
411,USR00411,25,Female,France,Paris,2022-02-20,Email Campaign,Power User,Portuguese,True,626.08,18-25,2022,February,1
412,USR00412,61,Female,France,Marseille,2021-11-01,Referral,New User,Hindi,True,41.3,56-65,2021,November,0
413,USR00413,61,Male,Germany,Hamburg,2022-04-10,Paid Ad,Casual Viewer,English,False,389.6,56-65,2022,April,0
414,USR00414,22,Female,UK,London,2021-03-16,Organic,Power User,English,True,92.89,18-25,2021,March,0
415,USR00415,56,Female,UK,London,2021-03-03,Referral,At-Risk User,Portuguese,True,201.22,56-65,2021,March,0
416,USR00416,21,Male,USA,New York,2021-06-11,Organic,New User,English,False,789.46,18-25,2021,June,1
417,USR00417,23,Female,UK,Birmingham,2022-03-27,Referral,New User,Portuguese,False,122.57,18-25,2022,March,0
418,USR00418,62,Female,Australia,Melbourne,2022-03-02,Paid Ad,Power User,Spanish,True,404.12,56-65,2022,March,0
419,USR00419,49,Female,France,Lyon,2022-05-11,Email Campaign,Casual Viewer,Hindi,True,498.34,46-55,2022,May,1
420,USR00420,47,Female,USA,Chicago,2022-04-21,Paid Ad,Casual Viewer,English,True,564.95,46-55,2022,April,1
421,USR00421,64,Female,Australia,Brisbane,2021-07-28,Referral,At-Risk User,German,True,452.12,56-65,2021,July,1
422,USR00422,52,Female,Germany,Hamburg,2021-12-15,Organic,Casual Viewer,German,True,17.72,46-55,2021,December,0
423,USR00423,57,Female,UK,London,2022-09-14,Organic,New User,English,True,267.9,56-65,2022,September,0
424,USR00424,33,Female,Germany,Munich,2021-05-28,Email Campaign,Casual Viewer,English,False,418.99,26-35,2021,May,1
425,USR00425,30,Female,Australia,Melbourne,2021-11-17,Email Campaign,New User,English,True,79.41,26-35,2021,November,0
426,USR00426,59,Male,UK,Manchester,2021-11-23,Referral,Casual Viewer,English,True,287.0,56-65,2021,November,0
427,USR00427,47,Male,Germany,Munich,2021-12-20,Referral,Power User,English,True,36.23,46-55,2021,December,0
428,USR00428,36,Female,USA,Los Angeles,2022-02-13,Paid Ad,Power User,English,False,72.08,36-45,2022,February,0
429,USR00429,34,Female,France,Lyon,2021-05-14,Email Campaign,Power User,German,True,323.57,26-35,2021,May,0
430,USR00430,36,Male,France,Marseille,2022-01-15,Social Media,Power User,Hindi,True,114.85,36-45,2022,January,0
431,USR00431,45,Male,USA,Chicago,2022-06-12,Referral,Power User,Spanish,True,458.36,36-45,2022,June,1
432,USR00432,43,Female,Australia,Sydney,2022-07-30,Organic,Power User,Spanish,True,554.68,36-45,2022,July,1
433,USR00433,54,Male,UK,Birmingham,2021-04-19,Paid Ad,Casual Viewer,English,True,642.46,46-55,2021,April,1
434,USR00434,43,Male,Brazil,Brasília,2021-11-23,Social Media,Casual Viewer,English,False,168.12,36-45,2021,November,0
435,USR00435,40,Female,India,Delhi,2021-09-05,Referral,Casual Viewer,English,False,142.31,36-45,2021,September,0
436,USR00436,26,Non-Binary,USA,New York,2022-04-23,Referral,Power User,Spanish,True,92.61,26-35,2022,April,0
437,USR00437,29,Female,UK,Manchester,2021-05-06,Referral,Casual Viewer,Hindi,True,512.78,26-35,2021,May,1
438,USR00438,18,Female,France,Paris,2021-10-01,Paid Ad,New User,Portuguese,False,568.12,,2021,October,1
439,USR00439,18,Female,Australia,Brisbane,2022-04-06,Paid Ad,At-Risk User,German,True,34.95,,2022,April,0
440,USR00440,64,Male,France,Marseille,2021-09-11,Organic,At-Risk User,Spanish,True,749.61,56-65,2021,September,1
441,USR00441,51,Female,Germany,Munich,2021-05-25,Paid Ad,Casual Viewer,English,True,51.06,46-55,2021,May,0
442,USR00442,49,Female,Brazil,Rio de Janeiro,2021-04-10,Organic,New User,English,True,437.62,46-55,2021,April,1
443,USR00443,42,Female,India,Delhi,2021-02-21,Paid Ad,Casual Viewer,Spanish,True,570.16,36-45,2021,February,1
444,USR00444,57,Female,Brazil,Brasília,2021-10-25,Social Media,Casual Viewer,English,False,698.07,56-65,2021,October,1
445,USR00445,62,Male,Brazil,Brasília,2022-01-29,Email Campaign,Casual Viewer,English,False,574.13,56-65,2022,January,1
446,USR00446,18,Male,India,Bangalore,2022-09-23,Organic,At-Risk User,English,False,643.37,,2022,September,1
447,USR00447,33,Non-Binary,Germany,Berlin,2022-03-05,Email Campaign,At-Risk User,English,True,278.17,26-35,2022,March,0
448,USR00448,56,Male,India,Delhi,2021-09-12,Referral,At-Risk User,Spanish,True,653.71,56-65,2021,September,1
449,USR00449,22,Non-Binary,France,Paris,2021-06-13,Email Campaign,New User,English,False,73.29,18-25,2021,June,0
450,USR00450,39,Female,India,Bangalore,2021-12-02,Email Campaign,At-Risk User,English,False,716.91,36-45,2021,December,1
451,USR00451,46,Female,Brazil,Brasília,2022-08-15,Organic,Casual Viewer,English,True,442.6,46-55,2022,August,1
452,USR00452,20,Non-Binary,Germany,Berlin,2021-11-17,Organic,Casual Viewer,Spanish,False,655.67,18-25,2021,November,1
453,USR00453,29,Non-Binary,Australia,Melbourne,2021-07-14,Organic,Power User,French,False,367.33,26-35,2021,July,0
454,USR00454,43,Female,Canada,Vancouver,2021-06-13,Organic,Power User,English,True,518.43,36-45,2021,June,1
455,USR00455,33,Male,UK,Birmingham,2022-05-26,Paid Ad,At-Risk User,German,True,425.86,26-35,2022,May,1
456,USR00456,54,Female,Germany,Hamburg,2022-06-12,Email Campaign,Power User,English,True,587.96,46-55,2022,June,1
457,USR00457,39,Male,France,Marseille,2022-04-24,Social Media,New User,English,True,74.49,36-45,2022,April,0
458,USR00458,46,Female,India,Delhi,2022-05-26,Social Media,New User,French,True,57.68,46-55,2022,May,0
459,USR00459,31,Male,Germany,Berlin,2021-11-12,Social Media,Casual Viewer,German,False,205.21,26-35,2021,November,0
460,USR00460,45,Female,Canada,Montreal,2022-05-25,Paid Ad,New User,German,True,136.04,36-45,2022,May,0
461,USR00461,22,Female,USA,Chicago,2021-01-24,Paid Ad,New User,English,True,698.71,18-25,2021,January,1
462,USR00462,64,Female,Canada,Toronto,2021-04-03,Email Campaign,Power User,Hindi,True,183.18,56-65,2021,April,0
463,USR00463,47,Female,Canada,Vancouver,2022-02-07,Social Media,Casual Viewer,English,True,780.93,46-55,2022,February,1
464,USR00464,63,Female,Canada,Montreal,2022-06-02,Referral,Power User,English,False,276.15,56-65,2022,June,0
465,USR00465,22,Male,India,Delhi,2022-04-14,Email Campaign,Casual Viewer,English,True,153.87,18-25,2022,April,0
466,USR00466,29,Male,UK,Birmingham,2021-09-04,Referral,Casual Viewer,French,True,633.86,26-35,2021,September,1
467,USR00467,33,Male,UK,Manchester,2021-08-09,Email Campaign,Power User,English,False,530.38,26-35,2021,August,1
468,USR00468,43,Female,Germany,Berlin,2022-08-21,Referral,New User,German,True,403.57,36-45,2022,August,0
469,USR00469,43,Female,Germany,Hamburg,2021-12-28,Organic,Casual Viewer,English,True,448.74,36-45,2021,December,1
