activity_key,user_key,date_key,content_key,device_key,subscription_key,minutes_watched,session_duration_mins,completion_rate,pause_count,buffering_events,stream_quality,subtitle_used,audio_language,login_count,added_to_watchlist,shared_content,content_rated,user_rating,search_performed,search_query_count,feedback_given,recommendation_shown,recommendation_clicked,recommendation_converted,recommendation_algorithm,recommendation_position,time_to_click_seconds,relevance_score,subscription_event_type,payment_amount_usd,payment_method,is_trial,cancellation_reason,auto_renewal_enabled,revenue_attributed_usd,notification_sent,notification_clicked,error_encountered,error_type,ab_test_group,platform_version,engagement_score,high_engagement,buffering_level,recommendation_success,watch_efficiency,revenue_segment
3449,166,342,143,2,3,35.92,37.1,0.67,2,4,1080p,False,German,2,True,True,False,0,True,4,,True,False,False,Hybrid,16,,0.948,,0,"Gift Card",False,,True,1.09,False,False,False,,Variant_B,v3.3,35.268,0,High,0,0.9681940700808626,Medium
3450,337,341,15,2,3,175.4,180.53,0.61,2,4,1080p,False,English,1,False,False,False,0,True,4,,True,False,False,Trending,2,,0.984,Renewal,0,"Apple Pay",False,,True,0.93,False,False,False,,Variant_A,v4.0,89.06000000000002,1,High,0,0.9715836703041046,Medium
3451,496,262,59,2,1,23.33,24.21,0.41,3,4,1080p,False,English,4,False,False,False,0,True,1,"Thumbs Down",True,False,False,"Collaborative Filtering",15,,0.562,,0,"Credit Card",False,,True,2.02,True,True,False,,Control,v3.1,22.532,0,High,0,0.9636513837257331,Premium
3452,78,24,75,4,1,44.32,48.63,0.58,3,4,1080p,False,English,9,False,False,True,3.5,True,1,"Thumbs Up",True,True,False,"Collaborative Filtering",20,61.6,0.521,,0,PayPal,False,,False,1.56,True,True,False,,Control,v4.0,37.028,0,High,0,0.911371581328398,High
3453,429,185,28,1,1,106.97,112.19,0.33,2,3,1080p,False,English,1,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",11,,0.736,Renewal,7.99,"Gift Card",False,,True,0.62,True,False,False,,Control,v3.2,52.888000000000005,1,Medium,0,0.9534717889294946,Low
3454,262,83,130,4,2,55.39,62.53,0.96,2,3,480p,True,English,1,False,False,False,0,True,5,,True,False,False,"Collaborative Filtering",2,,0.521,,0,"Gift Card",False,,False,2.22,True,False,False,,Variant_A,v3.2,51.656000000000006,1,Medium,0,0.8858148088917319,Premium
3455,163,153,121,1,1,5.23,6.17,0.82,8,4,1080p,False,English,2,False,False,False,0,False,0,,True,False,False,Trending,11,,0.578,,0,"Credit Card",False,,True,0.13,True,False,False,,Variant_B,v4.0,27.091999999999995,0,High,0,0.8476499189627229,Low
3456,366,301,80,3,1,266.8,242.35,0.72,4,2,1080p,True,English,5,False,False,False,0,False,0,,True,True,False,Content-Based,16,84.5,0.902,Cancellation,0,PayPal,False,Content,True,1.1,True,False,False,,Control,v3.2,129.32000000000002,1,Medium,0,1.1008871466886734,Medium
3457,14,186,26,3,2,69.78,84,0.74,6,4,4K,False,German,4,False,False,False,0,True,5,"Thumbs Up",True,False,False,Hybrid,2,,0.886,Renewal,19.99,"Credit Card",False,,False,2.01,False,False,False,,Variant_A,v3.2,51.412,1,High,0,0.8307142857142857,Premium
3458,239,86,183,4,2,43.07,41.98,0.42,6,3,1080p,True,Original,8,True,False,False,0,True,2,,False,False,False,Content-Based,19,,0.937,,0,"Debit Card",False,,False,1.2,True,False,False,,Variant_B,v3.2,31.628000000000004,0,Medium,0,1.0259647451167224,Medium
3459,72,124,49,4,1,27.25,34.28,0.35,1,1,1080p,False,German,3,False,False,True,3.8,True,5,,False,False,False,"Collaborative Filtering",16,,0.689,,0,"Apple Pay",False,,True,0.78,True,False,False,,Control,v4.0,22.5,0,Low,0,0.794924154025671,Medium
3460,445,281,41,3,1,46.19,41.58,0.96,7,4,720p,True,English,2,False,True,False,0,True,5,,True,True,False,"Collaborative Filtering",8,19.3,0.738,,0,"Credit Card",False,,True,2.3,True,False,False,,Variant_A,v3.3,48.175999999999995,1,High,0,1.1108706108706108,Premium
3461,143,75,149,2,3,26.71,28.52,0.37,1,4,4K,True,Original,7,True,False,False,0,True,1,,True,False,False,"Collaborative Filtering",20,,0.862,,0,"Credit Card",False,,False,1.7,False,False,False,,Control,v4.0,23.284,0,High,0,0.9365357643758766,High
3462,310,26,42,1,3,22.52,28.96,0.72,0,4,720p,False,English,8,True,False,True,3.2,False,0,,True,False,False,"Collaborative Filtering",5,,0.544,,0,"Apple Pay",False,,True,1.4,True,False,False,,Control,v3.2,32.208,0,High,0,0.7776243093922651,High
3463,283,182,112,4,1,43.8,49.34,0.9,8,4,1080p,False,French,7,False,False,False,0,False,0,"Thumbs Up",False,False,False,Content-Based,8,,0.894,,0,"Credit Card",False,,True,2.33,False,False,False,,Variant_B,v3.2,45.919999999999995,1,High,0,0.8877178759627076,Premium
3464,269,244,67,1,2,133.87,123.1,0.32,1,0,4K,False,Hindi,2,True,False,False,0,False,0,,False,False,False,"Collaborative Filtering",14,,0.411,,0,"Credit Card",False,,True,2.28,False,False,False,,Variant_A,v3.3,63.548,1,Low,0,1.08748984565394,Premium
3465,241,249,103,1,2,59.31,60.45,0.78,8,4,4K,False,Hindi,7,False,False,False,0,True,5,"Thumbs Down",True,False,False,Hybrid,14,,0.879,Downgrade,0,"Debit Card",False,,True,0.93,False,False,False,,Variant_A,v3.3,49.024,1,High,0,0.9811414392059553,Medium
3466,415,105,176,3,1,3.07,3.86,0.81,6,3,4K,True,English,9,False,False,False,0,True,4,,True,False,False,Hybrid,18,,0.866,,0,PayPal,False,,True,0.94,False,False,False,,Variant_B,v4.0,27.728,0,Medium,0,0.7953367875647668,Medium
3467,245,160,176,3,1,81.37,90.15,0.93,3,3,720p,True,Spanish,5,False,False,False,0,True,4,"Thumbs Up",True,False,False,"Collaborative Filtering",5,,0.581,Cancellation,13.99,"Credit Card",False,Price,True,0.81,False,False,False,,Control,v3.1,61.848,1,Medium,0,0.9026067665002773,Medium
3468,163,152,33,3,1,59.59,72.72,0.88,2,0,720p,False,English,7,True,False,False,0,False,0,,False,False,False,Content-Based,10,,0.837,Renewal,19.99,"Debit Card",False,,True,0.78,True,True,False,,Control,v3.3,51.636,1,Low,0,0.8194444444444445,Medium
3469,60,204,102,2,1,4.61,4.94,0.85,1,4,480p,False,English,6,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",15,,0.528,,0,"Debit Card",False,,True,0.44,False,False,False,,Control,v3.3,28.544,0,High,0,0.9331983805668016,Low
3470,6,332,105,3,3,84.91,89.23,0.42,3,2,4K,False,Original,8,True,False,False,0,False,0,,True,False,False,Content-Based,13,,0.746,,0,"Credit Card",False,,True,1.64,False,False,False,,Control,v4.0,48.164,1,Medium,0,0.9515857895326683,High
3471,197,275,141,2,3,13.93,16.59,0.64,3,4,1080p,True,English,9,False,False,False,0,True,4,,False,False,False,"Collaborative Filtering",9,,0.82,,0,PayPal,False,,True,0.82,False,False,False,,Control,v4.0,26.971999999999998,0,High,0,0.8396624472573839,Medium
3472,470,170,84,2,2,243.11,256.58,0.75,7,3,1080p,False,English,7,False,True,False,0,True,4,"Thumbs Down",True,True,True,"Collaborative Filtering",9,60.5,0.829,Cancellation,0,"Debit Card",False,Technical,True,1.18,True,False,False,,Control,v3.3,121.54400000000003,1,Medium,1,0.9475017538389587,Medium
3473,58,71,186,2,2,57.64,61.57,0.92,5,1,1080p,False,English,7,True,False,False,0,False,0,,True,True,False,"Collaborative Filtering",19,16.7,0.99,,0,PayPal,False,,True,1.24,True,True,False,,Control,v3.1,52.056,1,Low,0,0.9361702127659575,Medium
3474,305,166,21,3,2,72.85,72.58,0.32,2,1,1080p,False,German,4,False,False,False,0,True,4,,True,False,False,Hybrid,9,,0.509,,0,"Credit Card",False,,False,1.71,True,False,False,,Control,v4.0,39.94,0,Low,0,1.0037200330669604,High
3475,407,282,57,4,2,46.34,50.09,0.98,1,2,480p,False,English,7,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",5,,0.688,,0,"Credit Card",False,,True,2.08,False,False,False,,Variant_A,v3.2,49.336,1,Medium,0,0.9251347574366141,Premium
3476,217,181,136,1,2,41.14,41.52,1,4,4,720p,True,English,1,False,False,True,3.7,False,0,,True,False,False,Content-Based,6,,0.928,,0,"Credit Card",False,,True,2.43,False,False,True,"Payment Error",Variant_A,v3.2,46.656000000000006,1,High,0,0.9908477842003853,Premium
3477,418,109,77,3,1,230.19,248.06,0.82,5,0,1080p,False,English,3,False,False,True,2.6,False,0,,True,True,False,"Collaborative Filtering",10,1.6,0.737,,0,"Credit Card",False,,False,1.15,True,False,False,,Control,v3.2,117.276,1,Low,0,0.9279609771829396,Medium
3478,26,349,11,1,3,19.41,17.8,0.34,5,4,720p,False,English,5,False,False,False,0,False,0,,True,True,False,Editorial,10,22.0,0.926,Downgrade,0,"Apple Pay",False,,False,2.15,False,False,False,,Control,v3.1,18.964,0,High,0,1.0904494382022472,Premium
3479,303,300,48,2,3,148.36,157.21,0.65,4,2,720p,False,English,3,False,False,False,0,False,0,"Thumbs Up",True,False,False,Content-Based,6,,0.66,,0,"Credit Card",False,,True,1.38,False,False,False,,Control,v3.2,79.444,1,Medium,0,0.9437058711277909,High
3480,5,165,151,1,1,2.67,2.56,0.44,4,2,1080p,False,Spanish,2,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",1,,0.877,Cancellation,0,"Credit Card",False,"No Time",True,2.34,True,True,False,,Variant_B,v3.1,14.668,0,Medium,0,1.04296875,Premium
3481,474,77,177,3,3,43.9,46.79,0.83,7,2,720p,False,English,5,False,False,True,1.5,True,5,,False,False,False,Content-Based,20,,0.922,Signup,13.99,PayPal,False,,True,1.92,True,True,False,,Control,v4.0,43.959999999999994,1,Medium,0,0.938234665526822,Premium
3482,20,350,107,1,3,161.77,205.54,0.41,2,1,720p,False,English,7,False,False,False,0,False,0,,True,False,False,Editorial,13,,0.908,,0,PayPal,False,,True,1.75,False,False,False,,Variant_B,v3.3,78.40800000000002,1,Low,0,0.7870487496351076,High
3483,390,236,147,1,1,119.23,127.25,0.77,2,4,4K,False,English,4,False,False,False,0,True,2,,True,False,False,"Collaborative Filtering",8,,0.923,Renewal,7.99,"Credit Card",False,,True,1.1,False,False,False,,Variant_A,v3.2,71.792,1,High,0,0.936974459724951,Medium
3484,198,190,24,1,1,50.83,57.14,0.38,7,4,4K,False,Original,8,False,False,True,1.2,True,5,,False,False,False,Content-Based,13,,0.532,,0,"Apple Pay",False,,True,0.83,False,False,False,,Control,v3.3,33.832,0,High,0,0.8895694784739236,Medium
3485,59,268,84,4,1,27.72,28.26,0.96,0,0,1080p,False,English,5,False,False,True,3,True,2,,True,False,False,"Collaborative Filtering",6,,0.663,,0,"Debit Card",False,,True,2.04,True,True,False,,Variant_A,v3.3,41.088,0,Low,0,0.9808917197452228,Premium
3486,448,335,41,1,3,11.48,14.46,0.53,0,2,1080p,False,English,6,False,False,False,0,False,0,"Thumbs Down",True,False,False,"Collaborative Filtering",19,,0.505,,0,"Credit Card",False,,False,1.49,True,False,True,"Payment Error",Control,v4.0,21.691999999999997,0,Medium,0,0.7939142461964038,High
3487,242,6,8,1,2,67.99,62.78,0.4,4,2,480p,False,English,7,True,False,False,0,True,3,"Thumbs Up",True,False,False,Editorial,12,,0.508,,0,"Debit Card",False,,True,0.29,False,False,False,,Control,v3.3,40.895999999999994,0,Medium,0,1.0829882128066262,Low
3488,146,224,169,3,1,17.12,17.86,0.69,8,3,1080p,False,English,1,False,False,False,0,False,0,"Thumbs Up",True,True,False,Trending,15,31.4,0.693,,0,"Credit Card",False,,True,1.14,False,False,False,,Control,v3.3,27.748,0,Medium,0,0.9585666293393058,Medium
3489,388,269,129,4,3,41.61,48.02,0.84,7,3,480p,False,English,4,False,False,False,0,True,4,,True,True,True,Content-Based,8,116.1,0.976,,0,"Debit Card",False,,True,0.45,False,False,False,,Variant_B,v4.0,43.044,1,Medium,1,0.8665139525197834,Low
3490,273,44,75,3,2,13.13,14.51,0.92,4,1,4K,False,English,7,False,False,True,1.6,False,0,,True,True,False,"Collaborative Filtering",11,100.5,0.755,Renewal,0,"Debit Card",False,,True,0.17,True,False,False,,Control,v3.1,34.251999999999995,0,Low,0,0.9048931771192282,Low
3491,249,309,91,4,1,18.56,18.15,0.45,4,4,4K,True,English,1,False,False,False,0,True,1,,True,False,False,Trending,9,,0.912,,0,"Gift Card",False,,True,2.48,True,True,False,,Variant_A,v3.2,21.224,0,High,0,1.0225895316804408,Premium
3492,14,78,115,3,1,85.82,102.05,0.97,2,0,720p,True,French,5,False,False,False,0,True,1,,True,True,False,Content-Based,19,17.3,0.962,,0,PayPal,False,,True,1.4,True,True,False,,Control,v3.2,64.52799999999999,1,Low,0,0.8409603135717785,High
3493,462,172,34,2,1,95.37,109.33,0.43,2,0,240p,True,English,7,True,False,False,0,True,4,"Thumbs Down",True,False,False,Editorial,11,,0.452,,0,"Credit Card",False,,True,2.05,False,False,False,,Variant_B,v4.0,52.848,1,Low,0,0.8723131802798867,Premium
3494,13,187,131,3,2,18.61,17.95,0.57,5,2,1080p,False,Spanish,8,False,False,False,0,True,5,,True,False,False,Content-Based,6,,0.497,,0,"Credit Card",False,,True,1.18,False,False,False,,Control,v3.3,26.644,0,Medium,0,1.0367688022284123,Medium
3495,391,328,71,2,2,17.77,20.35,0.65,7,0,720p,False,English,5,True,False,False,0,False,0,"Thumbs Down",True,True,False,Editorial,15,84.7,0.575,Upgrade,0,"Credit Card",False,,True,1.62,True,False,False,,Control,v3.3,27.608,0,Low,0,0.8732186732186732,High
3496,384,22,21,2,1,64.7,68.52,0.54,3,2,720p,False,Hindi,3,True,False,True,4.4,False,0,,True,False,False,"Collaborative Filtering",17,,0.77,,0,"Debit Card",False,,True,2.48,True,True,False,,Control,v4.0,42.68,1,Medium,0,0.9442498540572096,Premium
3497,44,293,164,3,2,27.11,27.32,0.88,0,4,4K,False,English,3,False,False,True,4.3,True,1,,True,True,True,Content-Based,12,92.7,0.437,Upgrade,19.99,"Credit Card",False,,True,1.67,True,False,False,,Control,v4.0,37.944,0,High,1,0.9923133235724744,High
3498,375,251,120,1,3,4.39,4.76,0.8,3,0,720p,False,French,1,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",2,,0.872,,0,"Credit Card",False,,True,0.49,True,False,False,,Variant_B,v4.0,25.956,0,Low,0,0.9222689075630252,Low
3499,399,141,182,1,2,3.68,4.54,0.45,7,2,720p,False,German,8,False,False,False,0,False,0,,True,False,False,Hybrid,4,,0.438,,0,PayPal,False,,True,1.99,False,False,False,,Control,v3.2,16.572,0,Medium,0,0.8105726872246697,Premium
3500,19,3,154,4,2,68.37,85.04,0.9,4,4,4K,False,Original,4,False,False,False,0,True,4,,False,False,False,"Collaborative Filtering",3,,0.495,,0,"Gift Card",False,,True,2.33,False,False,False,,Control,v3.3,55.547999999999995,1,High,0,0.8039746001881467,Premium
3501,63,327,34,2,2,26.14,25.41,0.96,8,4,720p,True,English,8,False,True,False,0,True,3,,True,True,True,"Collaborative Filtering",2,12.7,0.629,,0,"Credit Card",False,,True,0.87,False,False,False,,Control,v3.3,41.156,0,High,1,1.028728846910665,Medium
3502,491,319,146,1,2,229.46,280.19,0.92,5,2,1080p,True,Original,6,True,False,False,0,False,0,,True,False,False,Hybrid,19,,0.735,Upgrade,19.99,"Apple Pay",False,,False,0.64,True,False,False,,Control,v3.3,120.584,1,Medium,0,0.818944287804704,Low
3503,239,255,57,2,1,88.06,107.84,0.39,0,2,720p,True,English,9,True,False,True,4.4,False,0,,True,False,False,Content-Based,5,,0.929,Renewal,0,"Debit Card",False,,False,0.74,False,False,False,,Control,v3.3,48.724000000000004,1,Medium,0,0.816580118694362,Medium
3504,492,96,22,4,1,79.28,88.21,0.42,8,1,1080p,False,English,5,True,False,False,0,False,0,,True,True,False,"Collaborative Filtering",17,104.1,0.978,Renewal,7.99,"Credit Card",False,,False,0.5,True,False,False,,Control,v3.3,45.312000000000005,1,Low,0,0.8987643124362318,Low
3505,419,143,53,3,2,83.25,97.41,0.62,3,4,720p,False,English,9,False,False,False,0,True,2,"Thumbs Down",True,False,False,"Collaborative Filtering",16,,0.931,Upgrade,7.99,"Debit Card",False,,False,0.61,True,False,True,"Payment Error",Variant_B,v3.2,53.900000000000006,1,High,0,0.8546350477363721,Low
3506,337,314,12,3,3,270.24,269.2,0.38,7,2,1080p,True,English,9,True,True,False,0,True,2,,True,False,False,Trending,16,,0.464,Upgrade,0,"Credit Card",False,,True,1.75,False,False,False,,Variant_B,v3.1,121.49600000000001,1,Medium,0,1.0038632986627043,High
3507,419,147,183,2,1,27.44,26.24,0.98,4,4,480p,True,English,4,True,False,False,0,False,0,,False,False,False,Editorial,12,,0.779,Renewal,19.99,PayPal,False,,True,0.98,True,False,False,,Control,v3.3,41.175999999999995,0,High,0,1.0457317073170733,Medium
3508,403,332,50,2,2,28.48,28.49,0.36,3,0,720p,True,English,8,False,False,False,0,False,0,,True,False,False,Content-Based,4,,0.665,,0,"Gift Card",False,,True,2.23,False,False,False,,Control,v3.3,23.792,0,Low,0,0.9996489996489997,Premium
3509,404,161,83,3,1,21.06,20.74,0.5,2,3,720p,False,English,2,False,True,False,0,True,2,,False,False,False,Content-Based,17,,0.475,,0,"Debit Card",False,,True,0.96,False,False,False,,Control,v3.3,24.023999999999997,0,Medium,0,1.0154291224686596,Medium
3510,100,98,45,3,3,52.55,58.06,0.42,0,3,4K,True,English,2,False,False,False,0,False,0,,True,True,False,Content-Based,19,15.9,0.733,,0,"Credit Card",False,,True,2.3,False,False,False,,Variant_A,v3.1,34.019999999999996,0,Medium,0,0.9050981743024457,Premium
3511,163,98,159,1,3,34.33,41.43,0.76,0,2,1080p,False,English,1,False,False,False,0,True,2,,True,False,False,Hybrid,2,,0.614,,0,"Gift Card",False,,True,0.42,False,False,False,,Variant_A,v4.0,36.932,0,Medium,0,0.8286265990827902,Low
3512,416,58,156,1,2,53.77,54.28,0.65,6,2,480p,False,Original,2,False,False,True,3.2,True,3,,True,False,False,"Collaborative Filtering",5,,0.607,Cancellation,7.99,"Credit Card",False,Technical,True,0.18,False,False,False,,Control,v4.0,41.708,0,Medium,0,0.9906042741341194,Low
3513,122,71,184,1,3,200.66,217.06,0.4,0,4,720p,False,English,3,False,False,False,0,False,0,,True,False,False,Hybrid,1,,0.457,Renewal,0,"Credit Card",False,,True,1.98,True,False,False,,Control,v3.3,92.864,1,High,0,0.9244448539574311,Premium
3514,432,222,34,2,1,236.14,224.43,0.52,8,2,1080p,True,English,6,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",14,,0.987,,0,"Credit Card",False,,True,1.94,False,False,False,,Variant_A,v3.3,111.256,1,Medium,0,1.0521766252283562,Premium
3515,44,271,39,3,1,71.43,67.45,0.64,3,4,1080p,False,English,4,False,False,False,0,False,0,,True,False,False,Content-Based,9,,0.836,,0,"Credit Card",False,,True,1.78,False,False,False,,Variant_B,v3.3,48.572,1,High,0,1.059006671608599,High
3516,360,111,195,4,3,55.84,57.65,0.79,0,2,1080p,False,Hindi,6,False,False,True,2.4,False,0,,True,False,False,Trending,17,,0.568,Signup,0,"Credit Card",False,,True,1.11,False,False,False,,Variant_A,v4.0,47.236000000000004,1,Medium,0,0.9686036426712924,Medium
3517,408,321,146,1,2,268.66,268.29,0.9,7,4,1080p,False,Original,2,False,False,False,0,False,0,,True,False,False,Content-Based,12,,0.95,,0,"Credit Card",False,,True,0.58,False,False,True,"Playback Error",Control,v3.3,134.864,1,High,0,1.001379104700138,Low
3518,317,275,110,1,2,23.2,28.98,0.43,7,2,1080p,False,English,7,False,False,True,2.8,False,0,,True,False,False,Content-Based,20,,0.969,,0,"Debit Card",False,,True,0.65,True,False,False,,Control,v4.0,23.58,0,Medium,0,0.800552104899931,Low
3519,381,365,177,2,2,197.43,225.1,0.85,3,1,720p,True,English,6,True,False,False,0,False,0,,False,False,False,"Collaborative Filtering",12,,0.886,Renewal,13.99,"Debit Card",False,,True,2.02,True,False,False,,Control,v3.3,105.67200000000001,1,Low,0,0.8770768547312306,Premium
3520,145,58,122,1,1,251.41,259.22,0.77,6,4,1080p,False,English,2,True,False,True,2.1,True,2,,True,False,False,"Collaborative Filtering",15,,0.796,,0,"Debit Card",False,,True,2.36,False,False,False,,Control,v4.0,124.26400000000001,1,High,0,0.9698711519172902,Premium
3521,327,246,46,3,1,255.41,264.4,0.52,6,1,720p,False,Hindi,7,False,False,False,0,True,5,"Thumbs Up",True,True,True,Content-Based,16,104.1,0.626,,0,"Credit Card",False,,True,2.38,False,False,False,,Variant_B,v3.3,119.664,1,Low,1,0.965998487140696,Premium
3522,363,227,134,4,1,19.8,21.45,0.41,7,1,1080p,False,English,4,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",18,,0.661,Renewal,19.99,"Debit Card",False,,True,1,True,True,True,"Network Error",Control,v3.3,21.02,0,Low,0,0.9230769230769231,Medium
3523,50,240,101,2,3,16.52,20.46,0.73,5,1,720p,True,English,8,False,False,True,2.7,False,0,,False,False,False,"Collaborative Filtering",14,,0.673,,0,"Debit Card",False,,True,1.66,True,False,False,,Variant_B,v3.3,30.108,0,Low,0,0.8074291300097751,High
3524,65,109,132,3,3,46.16,52.34,0.43,8,1,1080p,False,English,3,True,False,False,0,False,0,,False,False,False,Trending,12,,0.969,Cancellation,19.99,"Credit Card",False,"Found Alternative",True,0.84,True,True,False,,Control,v3.3,31.964,0,Low,0,0.8819258693160106,Medium
3525,355,61,95,2,1,227.76,207.61,0.61,5,0,1080p,True,French,2,False,False,False,0,True,4,,True,False,False,Content-Based,11,,0.856,,0,"Debit Card",False,,True,2.15,False,False,False,,Control,v3.3,110.20400000000001,1,Low,0,1.0970569818409517,Premium
3526,288,218,5,4,2,15.48,15.01,0.47,8,3,480p,False,English,5,False,False,False,0,True,3,"Thumbs Down",False,False,False,Trending,15,,0.575,,0,PayPal,False,,True,1.52,True,False,False,,Variant_B,v3.3,21.592000000000002,0,Medium,0,1.0313124583610926,High
3527,164,57,153,3,2,27.63,30.38,0.64,7,0,1080p,False,English,9,False,False,True,4.4,False,0,,True,False,False,Content-Based,8,,0.775,,0,"Credit Card",False,,False,2.17,True,False,False,,Control,v3.3,32.052,0,Low,0,0.9094799210006583,Premium
3528,141,309,180,4,1,51.88,63.48,0.38,7,2,720p,False,Original,8,True,False,True,3.7,False,0,,True,True,True,Editorial,17,4.1,0.756,,0,"Credit Card",False,,True,1.89,False,False,False,,Variant_A,v3.1,33.752,0,Medium,1,0.8172652804032767,High
3529,454,276,148,3,1,83.25,75.42,0.75,1,2,1080p,True,English,2,True,False,False,0,True,1,,True,False,False,"Collaborative Filtering",8,,0.887,,0,PayPal,False,,False,0.69,False,False,False,,Control,v3.3,56.300000000000004,1,Medium,0,1.10381861575179,Low
3530,314,204,161,2,2,23.44,23.7,0.62,5,3,4K,True,English,7,True,False,False,0,True,1,,True,True,True,Content-Based,4,108.7,0.457,Signup,0,"Credit Card",False,,True,0.17,False,False,False,,Variant_B,v4.0,29.476,0,Medium,1,0.989029535864979,Low
3531,128,244,72,2,1,46.34,48.54,0.73,7,3,480p,False,English,1,False,False,False,0,False,0,,True,False,False,Hybrid,10,,0.821,Signup,7.99,"Debit Card",False,,True,2.46,False,False,False,,Control,v3.3,40.636,0,Medium,0,0.9546765554182118,Premium
3532,398,20,151,4,1,46.26,42.77,0.73,3,3,1080p,False,German,4,False,False,False,0,False,0,,True,True,True,"Collaborative Filtering",6,106.8,0.599,,0,"Apple Pay",False,,False,1.19,False,False,False,,Control,v3.3,41.20399999999999,0,Medium,1,1.0815992518120177,Medium
3533,421,362,123,2,3,9.36,12.16,0.4,3,1,720p,False,English,4,True,False,False,0,True,4,"Thumbs Up",True,False,False,"Collaborative Filtering",6,,0.478,Downgrade,0,"Credit Card",False,,False,0.76,False,False,False,,Control,v4.0,16.944,0,Low,0,0.769736842105263,Medium
3534,368,159,163,3,2,163.43,161,0.34,3,0,4K,True,English,3,False,False,False,0,False,0,,True,False,False,Trending,17,,0.839,,0,"Credit Card",False,,True,2.05,False,False,True,"Playback Error",Control,v3.2,76.172,1,Low,0,1.0150931677018633,Premium
3535,463,301,5,2,3,28.23,32.83,0.9,5,2,1080p,False,English,1,False,False,False,0,False,0,,True,False,False,Trending,8,,0.599,Upgrade,0,PayPal,False,,False,0.51,False,False,False,,Variant_A,v4.0,38.492000000000004,0,Medium,0,0.8598842522083461,Low
3536,239,199,154,3,2,28.98,33.28,0.53,3,0,1080p,True,English,8,True,False,False,0,False,0,,True,False,False,"Collaborative Filtering",13,,0.838,,0,"Credit Card",False,,True,1.32,False,False,False,,Control,v3.2,29.092,0,Low,0,0.8707932692307692,High
3537,324,273,115,2,2,25.07,25.95,0.7,8,0,4K,False,English,1,False,False,False,0,True,4,,True,False,False,Trending,15,,0.497,Renewal,19.99,"Debit Card",False,,True,1.11,True,False,False,,Control,v3.3,31.627999999999997,0,Low,0,0.9660886319845858,Medium
3538,296,103,199,2,1,51.49,58.69,0.76,3,0,1080p,False,English,6,True,False,False,0,True,5,,True,False,False,"Collaborative Filtering",4,,0.992,Signup,0,"Credit Card",False,,True,0.4,False,False,False,,Variant_B,v4.0,45.096000000000004,1,Low,0,0.8773215198500597,Low
3539,187,191,106,4,1,32.64,34.06,0.89,7,3,240p,False,English,7,False,False,False,0,False,0,,True,False,False,Trending,15,,0.882,Signup,19.99,"Debit Card",False,,True,1.72,True,False,False,,Control,v3.3,41.156,0,Medium,0,0.9583088667058133,High
3540,208,313,192,2,3,23.27,29.61,0.53,0,3,480p,False,Original,5,False,False,False,0,True,4,,False,False,False,"Collaborative Filtering",14,,0.573,,0,"Debit Card",False,,True,2.22,False,False,False,,Variant_A,v4.0,26.607999999999997,0,Medium,0,0.7858831475852752,Premium
3541,220,154,34,2,3,196.1,243.03,0.97,2,2,1080p,False,English,4,True,False,False,0,True,3,,True,False,False,Trending,11,,0.844,,0,"Credit Card",False,,True,2.33,False,False,False,,Control,v4.0,108.63999999999999,1,Medium,0,0.8068962679504588,Premium
3542,400,83,71,1,1,16.69,17.17,0.93,3,2,1080p,False,Original,6,False,False,False,0,False,0,,True,False,False,"Collaborative Filtering",20,,0.481,,0,PayPal,False,,False,1.43,True,False,False,,Variant_A,v3.3,35.776,0,Medium,0,0.9720442632498544,High
3543,190,138,56,3,2,30.07,33.53,0.86,8,2,240p,False,English,9,True,False,True,3.7,True,3,,True,False,False,Content-Based,17,,0.792,Signup,19.99,PayPal,False,,True,0.14,True,False,False,,Control,v4.0,39.928,0,Medium,0,0.8968088279152997,Low
3544,388,117,124,4,1,46.25,56.62,0.3,4,0,720p,True,English,8,False,False,False,0,False,0,,True,False,False,Editorial,10,,0.436,Signup,19.99,"Debit Card",True,,True,1.03,False,False,False,,Control,v3.1,29.1,0,Low,0,0.8168491699046274,Medium
3545,429,8,103,2,3,254.2,282.2,0.84,0,3,720p,False,English,4,False,False,True,1,False,0,,True,False,False,"Collaborative Filtering",6,,0.6,,0,"Apple Pay",False,,True,1.42,True,False,False,,Control,v3.3,127.68,1,Medium,0,0.9007795889440113,High
3546,346,205,131,3,3,29.39,29.11,0.55,5,1,720p,True,English,4,False,False,False,0,False,0,,True,False,False,Content-Based,6,,0.987,,0,"Debit Card",False,,True,2.42,False,False,False,,Control,v3.1,29.056,0,Low,0,1.0096186877361732,Premium
3547,284,285,79,4,2,295.91,299.41,0.78,6,0,4K,True,French,8,False,False,False,0,False,0,,True,True,True,Hybrid,1,60.4,0.473,,0,"Credit Card",False,,True,1.17,True,False,False,,Control,v3.2,143.364,1,Low,1,0.9883103436758959,Medium
