user_key,age,gender,country,user_segment,lifetime_value_usd,plan_name,monthly_price,genre,content_type,device_type,operating_system,activity_date,month_name,year,minutes_watched,session_duration_mins,completion_rate,login_count,pause_count,buffering_events,stream_quality,engagement_score,watch_efficiency,revenue_attributed_usd,subscription_event_type,cancellation_reason,churn_flag
278,41,Female,India,"Power User",478,Basic,7.99,Romance,Movie,Desktop,Windows/macOS,2023-03-09,March,2023,129.47,128.27,0.88,7,1,0,480p,79.688,1.009355266235285,2.12,,,0
279,50,Male,Canada,"Power User",661.5,Standard,13.99,Comedy,Movie,Tablet,iPadOS/Android,2023-10-17,October,2023,99.83,125.27,0.62,2,3,4,720p,58.931999999999995,0.79691865570368,1.54,Signup,,0
279,50,Male,Canada,"Power User",661.5,Premium,19.99,Horror,Series,Mobile,iOS/Android,2023-09-21,September,2023,163.66,197.97,0.44,1,6,3,720p,79.06400000000001,0.8266909127645603,0.68,,,0
279,50,Male,Canada,"Power User",661.5,Standard,13.99,Comedy,Documentary,Mobile,iOS/Android,2023-06-16,June,2023,101.33,124.97,0.98,8,2,4,1080p,71.532,0.810834600304073,1.15,,,0
280,41,Male,India,"Casual Viewer",284.77,Basic,7.99,Horror,Movie,Desktop,Windows/macOS,2023-01-05,January,2023,48.97,48.05,0.62,1,2,0,720p,38.388000000000005,1.0191467221644122,0.47,,,0
281,28,Female,Germany,"At-Risk User",545.63,Standard,13.99,Romance,Series,Tablet,iPadOS/Android,2023-08-09,August,2023,15.83,17.83,0.35,2,3,4,1080p,17.232,0.8878295008412789,1.43,Downgrade,,0
281,28,Female,Germany,"At-Risk User",545.63,Standard,13.99,Comedy,Series,Desktop,Windows/macOS,2023-04-20,April,2023,29.41,32.02,0.79,2,5,0,720p,35.864,0.9184884447220486,0.77,,,0
282,25,Female,UK,"Casual Viewer",456.93,Basic,7.99,Horror,Series,"Smart TV",Tizen/WebOS,2023-10-10,October,2023,16.61,20.78,0.71,5,2,0,1080p,28.944000000000003,0.7993262752646775,0.95,Renewal,,0
282,25,Female,UK,"Casual Viewer",456.93,Basic,7.99,Action,Movie,Desktop,Windows/macOS,2023-03-25,March,2023,67.67,63.53,0.33,8,5,1,480p,39.068000000000005,1.065166063277192,2.29,,,0
282,25,Female,UK,"Casual Viewer",456.93,Premium,19.99,Animation,Documentary,Desktop,Windows/macOS,2023-03-12,March,2023,43.74,39.57,0.74,4,6,4,1080p,40.79599999999999,1.1053828658074298,2.13,Signup,,0
283,53,Female,Germany,"Casual Viewer",220.95,Standard,13.99,Sci-Fi,Movie,Desktop,Windows/macOS,2023-06-12,June,2023,60.13,74.25,0.49,5,5,0,480p,39.752,0.8098316498316499,0.96,,,0
283,53,Female,Germany,"Casual Viewer",220.95,Basic,7.99,Thriller,Documentary,Desktop,Windows/macOS,2023-04-14,April,2023,83.53,101.1,0.48,4,4,4,720p,49.111999999999995,0.8262116716122652,1.57,Signup,,0
283,53,Female,Germany,"Casual Viewer",220.95,Premium,19.99,Animation,Movie,Tablet,iPadOS/Android,2023-02-25,February,2023,16.87,16.27,0.84,1,0,2,480p,32.148,1.0368776889981561,2.32,,,0
284,55,Female,Canada,"Power User",704.12,Standard,13.99,Comedy,Series,Tablet,iPadOS/Android,2023-06-30,June,2023,194.41,223.25,0.97,9,2,1,4K,108.664,0.8708174692049272,1.11,,,0
284,55,Female,Canada,"Power User",704.12,Basic,7.99,Animation,Series,Tablet,iPadOS/Android,2023-05-19,May,2023,271.9,313.4,0.73,7,3,3,720p,132.56,0.8675813656668794,2.09,Upgrade,,0
284,55,Female,Canada,"Power User",704.12,Premium,19.99,Romance,Series,Tablet,iPadOS/Android,2023-05-16,May,2023,64.41,77.5,0.86,8,2,4,720p,53.564,0.8310967741935483,0.94,Renewal,,0
284,55,Female,Canada,"Power User",704.12,Standard,13.99,Romance,Movie,Desktop,Windows/macOS,2023-03-03,March,2023,88.04,114.37,0.44,2,5,2,1080p,48.815999999999995,0.7697822855643963,1.95,,,0
285,57,Male,Australia,"Casual Viewer",639.97,Premium,19.99,Action,Documentary,"Smart TV",Tizen/WebOS,2023-09-18,September,2023,41.22,48.74,0.48,7,0,4,4K,32.587999999999994,0.845711940910956,0.48,,,0
285,57,Male,Australia,"Casual Viewer",639.97,Basic,7.99,Documentary,Series,Mobile,iOS/Android,2023-06-09,June,2023,68.57,83.89,0.83,9,1,4,4K,54.327999999999996,0.8173799022529502,0.51,Renewal,,0
285,57,Male,Australia,"Casual Viewer",639.97,Standard,13.99,Sci-Fi,Series,Tablet,iPadOS/Android,2023-03-03,March,2023,54.48,57.93,0.52,5,4,3,4K,38.692,0.9404453650958052,0.95,,,0
286,37,Female,Brazil,"At-Risk User",530.18,Basic,7.99,Romance,Movie,Mobile,iOS/Android,2023-06-13,June,2023,4.5,5.03,0.58,2,5,1,720p,19.9,0.8946322067594433,0.11,,,0
286,37,Female,Brazil,"At-Risk User",530.18,Premium,19.99,Horror,Series,Desktop,Windows/macOS,2023-02-06,February,2023,1.96,1.77,0.43,4,3,2,480p,14.484000000000002,1.1073446327683616,0.38,,,0
287,52,Non-Binary,France,"Power User",681.96,Basic,7.99,Comedy,Movie,Mobile,iOS/Android,2023-10-13,October,2023,130.02,150.18,0.58,8,4,4,1080p,71.00800000000001,0.8657610866959649,0.33,,,0
289,52,Female,Australia,"Power User",569.61,Standard,13.99,Horror,Series,"Smart TV",Tizen/WebOS,2023-08-29,August,2023,175.42,175.22,0.87,5,8,3,720p,97.26799999999999,1.0011414222120762,0.48,Renewal,,0
290,42,Male,Canada,"Casual Viewer",671.24,Standard,13.99,Romance,Movie,"Smart TV",Tizen/WebOS,2023-09-18,September,2023,60.97,60.7,0.45,4,7,1,720p,38.988,1.0044481054365733,1.88,,,0
290,42,Male,Canada,"Casual Viewer",671.24,Basic,7.99,Comedy,Series,Mobile,iOS/Android,2023-08-30,August,2023,89.78,87.91,0.95,5,7,4,720p,65.412,1.0212717552041861,1.95,Signup,,0
290,42,Male,Canada,"Casual Viewer",671.24,Premium,19.99,Romance,Movie,Tablet,iPadOS/Android,2023-06-04,June,2023,28.86,37.11,0.37,8,5,3,720p,24.244,0.7776879547291835,1.65,,,0
290,42,Male,Canada,"Casual Viewer",671.24,Basic,7.99,Animation,Movie,Desktop,Windows/macOS,2023-01-19,January,2023,15.79,16.96,0.42,6,6,3,1080p,20.116,0.9310141509433961,0.57,,,0
291,46,Female,USA,"Casual Viewer",561,Standard,13.99,Romance,Series,Mobile,iOS/Android,2023-05-18,May,2023,62.56,58.85,0.45,6,8,3,1080p,39.724000000000004,1.0630416312659303,1.08,,,0
292,35,Female,France,"Power User",547.31,Premium,19.99,Drama,Movie,"Smart TV",Tizen/WebOS,2023-05-18,May,2023,256.69,231.05,0.89,1,7,1,240p,129.976,1.110971651157758,1.59,Signup,,0
293,63,Female,Germany,"Power User",498.7,Basic,7.99,Action,Movie,Desktop,Windows/macOS,2023-06-03,June,2023,150.27,189.63,0.56,8,1,0,4K,78.508,0.7924379053947161,1.74,Signup,,0
294,35,Female,Canada,"New User",604.65,Premium,19.99,Horror,Documentary,Tablet,iPadOS/Android,2023-10-08,October,2023,49.22,56.63,0.95,7,6,1,1080p,49.588,0.8691506268762139,2.23,Renewal,,0
294,35,Female,Canada,"New User",604.65,Premium,19.99,Thriller,Movie,"Smart TV",Tizen/WebOS,2023-09-20,September,2023,34.5,34.12,0.6,9,2,3,480p,33.6,1.0111371629542791,0.83,,,0
294,35,Female,Canada,"New User",604.65,Premium,19.99,Romance,Movie,"Smart TV",Tizen/WebOS,2023-08-03,August,2023,29.09,35.9,0.5,8,3,4,720p,28.736000000000004,0.8103064066852368,1.8,Cancellation,"Found Alternative",1
294,35,Female,Canada,"New User",604.65,Premium,19.99,Drama,Series,"Smart TV",Tizen/WebOS,2023-05-26,May,2023,37.87,45.29,0.37,9,4,1,480p,28.048,0.8361669242658423,0.77,,,0
294,35,Female,Canada,"New User",604.65,Standard,13.99,Drama,Series,Mobile,iOS/Android,2023-04-06,April,2023,42.69,43.51,0.31,7,6,0,1080p,27.775999999999996,0.9811537577568376,2.43,Downgrade,,0
295,19,Male,Germany,"New User",135.3,Premium,19.99,Animation,Movie,Desktop,Windows/macOS,2023-06-09,June,2023,11.1,11.32,0.68,8,8,2,4K,26.740000000000002,0.980565371024735,1.02,Upgrade,,0
295,19,Male,Germany,"New User",135.3,Standard,13.99,Romance,Documentary,Mobile,iOS/Android,2023-04-27,April,2023,57.85,58.93,0.64,1,2,1,720p,42.540000000000006,0.9816731715594774,1.34,,,0
296,52,Female,India,"Casual Viewer",705.89,Standard,13.99,Comedy,Series,Tablet,iPadOS/Android,2023-09-09,September,2023,49.69,56.34,0.99,4,0,4,720p,50.476,0.8819666311679091,0.16,,,0
297,33,Male,Australia,"Casual Viewer",698.76,Standard,13.99,Thriller,Movie,Mobile,iOS/Android,2023-08-28,August,2023,15.98,19.08,0.48,6,8,0,720p,21.991999999999997,0.8375262054507339,1.73,,,0
298,58,Female,USA,"New User",33.11,Basic,7.99,Documentary,Documentary,Desktop,Windows/macOS,2023-05-25,May,2023,45.78,54.56,0.9,9,2,2,720p,47.312,0.8390762463343109,2.29,Renewal,,0
299,53,Female,USA,"Casual Viewer",662.4,Premium,19.99,Documentary,Documentary,Mobile,iOS/Android,2023-02-17,February,2023,65.78,75.01,0.47,5,1,1,720p,41.412,0.876949740034662,0.74,,,0
300,50,Female,Brazil,"Casual Viewer",111.81,Basic,7.99,Romance,Movie,Mobile,iOS/Android,2023-01-12,January,2023,19.61,22.26,0.77,4,6,0,4K,31.744,0.8809523809523808,1.79,,,0
301,21,Male,Brazil,"Casual Viewer",274.74,Basic,7.99,Romance,Movie,Tablet,iPadOS/Android,2023-07-29,July,2023,58.3,75.72,1,3,0,1,720p,53.92,0.7699418911780243,0.95,,,0
301,21,Male,Brazil,"Casual Viewer",274.74,Standard,13.99,Documentary,Movie,Desktop,Windows/macOS,2023-04-26,April,2023,82.46,101.94,0.88,3,7,3,1080p,59.984,0.8089072003139101,1.66,Renewal,,0
301,21,Male,Brazil,"Casual Viewer",274.74,Premium,19.99,Drama,Documentary,Tablet,iPadOS/Android,2023-01-16,January,2023,31.69,28.72,0.7,5,2,1,1080p,34.976,1.1034122562674096,2.01,,,0
302,50,Male,India,"Casual Viewer",597.37,Premium,19.99,Drama,Movie,Mobile,iOS/Android,2023-08-23,August,2023,77.43,93.29,0.5,9,1,3,480p,47.772000000000006,0.8299924965162397,0.74,Upgrade,,0
302,50,Male,India,"Casual Viewer",597.37,Basic,7.99,Comedy,Series,Mobile,iOS/Android,2023-03-22,March,2023,28.15,33.22,0.38,1,7,4,720p,23.06,0.8473810957254666,2.36,,,0
302,50,Male,India,"Casual Viewer",597.37,Basic,7.99,Action,Movie,"Smart TV",Tizen/WebOS,2023-03-16,March,2023,40.14,39.82,0.61,7,1,2,1080p,35.756,1.0080361627322953,1.93,,,0
302,50,Male,India,"Casual Viewer",597.37,Basic,7.99,Drama,Series,Tablet,iPadOS/Android,2023-01-27,January,2023,76.96,93.37,0.86,6,7,2,1080p,58.284000000000006,0.8242476170076041,1.19,Signup,,0
303,31,Female,France,"Power User",137,Basic,7.99,Romance,Movie,Desktop,Windows/macOS,2023-11-04,November,2023,202.93,195.83,0.49,4,4,2,1080p,96.67200000000001,1.0362559362712556,1.82,Downgrade,,0
303,31,Female,France,"Power User",137,Basic,7.99,Documentary,Movie,Tablet,iPadOS/Android,2023-09-02,September,2023,116.04,105.05,0.42,7,3,4,480p,60.416000000000004,1.104616849119467,1.88,,,0
303,31,Female,France,"Power User",137,Standard,13.99,Documentary,Movie,Mobile,iOS/Android,2023-01-31,January,2023,226.44,211.16,0.59,6,6,3,720p,109.97600000000001,1.072362189808676,0.57,,,0
303,31,Female,France,"Power User",137,Premium,19.99,Documentary,Series,Desktop,Windows/macOS,2023-01-27,January,2023,64.17,82.67,0.38,8,8,1,720p,38.668000000000006,0.7762187008588364,2.22,Renewal,,0
304,38,Non-Binary,India,"Casual Viewer",656.19,Basic,7.99,Documentary,Series,Tablet,iPadOS/Android,2023-08-18,August,2023,61.74,61.77,0.41,6,0,0,720p,38.196000000000005,0.9995143273433705,0.42,,,0
304,38,Non-Binary,India,"Casual Viewer",656.19,Premium,19.99,Romance,Series,Mobile,iOS/Android,2023-07-07,July,2023,15.54,16.6,0.8,6,0,2,1080p,31.516000000000002,0.9361445783132529,1.82,Renewal,,0
304,38,Non-Binary,India,"Casual Viewer",656.19,Basic,7.99,Drama,Documentary,Mobile,iOS/Android,2023-04-29,April,2023,32.32,39.19,0.49,6,0,2,1080p,28.828,0.8247001786169942,1.06,Upgrade,,0
305,37,Female,UK,"Casual Viewer",667.39,Premium,19.99,Horror,Series,Mobile,iOS/Android,2023-10-16,October,2023,88.52,105.88,0.55,8,6,1,720p,53.608000000000004,0.8360408009066869,1.54,Renewal,,0
305,37,Female,UK,"Casual Viewer",667.39,Basic,7.99,Romance,Movie,Desktop,Windows/macOS,2023-04-06,April,2023,64.46,69.64,0.57,2,4,1,720p,43.284,0.9256174612291785,1.31,,,0
307,24,Female,Canada,"At-Risk User",15.04,Standard,13.99,Thriller,Movie,Desktop,Windows/macOS,2023-10-30,October,2023,6.36,7.02,0.79,3,8,1,1080p,26.844,0.9059829059829061,0.67,,,0
307,24,Female,Canada,"At-Risk User",15.04,Premium,19.99,Action,Series,"Smart TV",Tizen/WebOS,2023-07-05,July,2023,22.33,27.93,0.78,9,0,3,480p,34.431999999999995,0.7994987468671678,0.24,Signup,,0
307,24,Female,Canada,"At-Risk User",15.04,Premium,19.99,Sci-Fi,Series,Tablet,iPadOS/Android,2023-04-14,April,2023,21.01,19.8,0.37,9,1,2,1080p,21.304000000000002,1.0611111111111111,0.79,,,0
307,24,Female,Canada,"At-Risk User",15.04,Basic,7.99,Romance,Movie,Tablet,iPadOS/Android,2023-04-13,April,2023,26.58,28.48,0.72,7,8,3,1080p,33.632,0.9332865168539325,0.64,,,0
307,24,Female,Canada,"At-Risk User",15.04,Premium,19.99,Horror,Series,Tablet,iPadOS/Android,2023-03-12,March,2023,20.54,22.73,0.51,2,6,1,1080p,23.915999999999997,0.9036515618125824,0.78,Cancellation,Content,1
308,20,Male,Brazil,"Power User",236.76,Basic,7.99,Romance,Movie,Mobile,iOS/Android,2023-09-23,September,2023,256.82,282.68,0.51,6,6,4,240p,119.22800000000001,0.9085184661100891,1.09,,,0
308,20,Male,Brazil,"Power User",236.76,Basic,7.99,Romance,Movie,Mobile,iOS/Android,2023-03-27,March,2023,184.71,177.78,0.6,8,7,2,1080p,93.684,1.0389807627404657,2.1,,,0
309,34,Female,France,"New User",497.37,Premium,19.99,Action,Movie,"Smart TV",Tizen/WebOS,2023-07-06,July,2023,36.96,35.06,0.76,3,0,0,1080p,38.184000000000005,1.0541928123217341,1.07,Signup,,0
309,34,Female,France,"New User",497.37,Basic,7.99,Documentary,Documentary,Tablet,iPadOS/Android,2023-06-05,June,2023,41.83,42.16,0.9,4,4,3,1080p,44.532,0.9921726755218216,0.16,,,0
310,50,Female,France,"At-Risk User",785.14,Premium,19.99,Animation,Movie,"Smart TV",Tizen/WebOS,2023-10-17,October,2023,15.43,14.95,0.5,4,8,0,1080p,22.272000000000002,1.0321070234113712,1.99,,,0
310,50,Female,France,"At-Risk User",785.14,Basic,7.99,Horror,Series,Mobile,iOS/Android,2023-04-10,April,2023,1.84,2.15,0.77,3,4,3,720p,24.436,0.8558139534883722,0.84,Cancellation,Technical,1
311,29,Male,Brazil,"Power User",509.13,Premium,19.99,Comedy,Movie,Tablet,iPadOS/Android,2023-09-13,September,2023,169.66,181.24,0.61,6,6,1,4K,87.364,0.9361068196866034,1.05,,,0
311,29,Male,Brazil,"Power User",509.13,Premium,19.99,Romance,Series,Mobile,iOS/Android,2023-07-22,July,2023,222.72,216.89,0.86,8,3,4,1080p,116.988,1.0268799852459773,1.25,,,0
312,39,Male,UK,"At-Risk User",215.24,Basic,7.99,Sci-Fi,Series,Mobile,iOS/Android,2023-02-10,February,2023,16.65,19.38,0.34,1,0,0,4K,17.06,0.8591331269349844,2.47,,,0
313,39,Male,UK,"At-Risk User",510.86,Basic,7.99,Horror,Movie,Tablet,iPadOS/Android,2023-08-09,August,2023,7.67,9.96,0.35,9,3,2,1080p,15.368,0.7700803212851405,2.43,,,0
313,39,Male,UK,"At-Risk User",510.86,Premium,19.99,Romance,Series,"Smart TV",Tizen/WebOS,2023-07-25,July,2023,29.79,30.98,0.35,9,5,4,4K,24.216,0.9615881213686249,1.85,Signup,,0
313,39,Male,UK,"At-Risk User",510.86,Premium,19.99,Comedy,Series,Desktop,Windows/macOS,2023-05-27,May,2023,14.77,17.64,0.92,9,8,4,240p,35.30799999999999,0.8373015873015872,0.37,Downgrade,,0
313,39,Male,UK,"At-Risk User",510.86,Basic,7.99,Drama,Series,"Smart TV",Tizen/WebOS,2023-04-22,April,2023,7.93,9.18,0.74,3,0,3,1080p,25.972,0.8638344226579521,1.17,Downgrade,,0
313,39,Male,UK,"At-Risk User",510.86,Premium,19.99,Comedy,Movie,Mobile,iOS/Android,2023-04-12,April,2023,19.72,24.13,0.76,3,5,2,4K,31.288000000000004,0.8172399502693742,1.17,Renewal,,0
313,39,Male,UK,"At-Risk User",510.86,Standard,13.99,Animation,Series,Tablet,iPadOS/Android,2023-01-15,January,2023,8.05,8.84,0.64,4,0,1,1080p,23.220000000000002,0.910633484162896,1.3,,,0
314,63,Female,USA,"At-Risk User",436.59,Basic,7.99,Comedy,Series,"Smart TV",Tizen/WebOS,2023-02-28,February,2023,22.83,20.76,0.66,5,0,3,1080p,29.932000000000002,1.0997109826589593,2.21,,,0
315,47,Female,France,"New User",626.08,Standard,13.99,Romance,Movie,"Smart TV",Tizen/WebOS,2023-10-18,October,2023,57.11,55.36,0.54,8,0,0,480p,40.644,1.0316112716763006,0.25,Downgrade,,0
315,47,Female,France,"New User",626.08,Premium,19.99,Documentary,Series,Desktop,Windows/macOS,2023-03-25,March,2023,48.99,52.11,0.75,3,1,0,1080p,42.696000000000005,0.9401266551525619,2.46,Cancellation,"Found Alternative",1
316,55,Male,Brazil,"At-Risk User",94.51,Premium,19.99,Animation,Movie,Tablet,iPadOS/Android,2023-10-25,October,2023,4.31,5.08,0.64,3,5,3,1080p,21.724,0.8484251968503936,1.43,,,0
316,55,Male,Brazil,"At-Risk User",94.51,Premium,19.99,Drama,Series,"Smart TV",Tizen/WebOS,2023-03-29,March,2023,16.34,17.44,0.83,2,5,2,1080p,31.836,0.9369266055045871,1.93,,,0
317,55,Female,Australia,"Casual Viewer",611.21,Premium,19.99,Documentary,Movie,Tablet,iPadOS/Android,2023-08-05,August,2023,69.74,84.65,0.98,8,2,0,4K,59.396,0.8238629651506201,1.57,,,0
318,62,Male,India,"Power User",437.6,Standard,13.99,Horror,Series,"Smart TV",Tizen/WebOS,2023-05-04,May,2023,60.85,71.11,0.58,3,8,3,480p,42.84,0.8557164955702433,1.95,,,0
319,25,Female,UK,"Power User",770.76,Standard,13.99,Sci-Fi,Movie,Mobile,iOS/Android,2023-02-08,February,2023,274.03,250.32,0.51,6,6,3,480p,126.312,1.0947187599872163,0.75,Upgrade,,0
320,44,Female,Brazil,"Power User",280.08,Basic,7.99,Action,Series,"Smart TV",Tizen/WebOS,2023-09-05,September,2023,292.71,307.09,0.58,6,4,1,4K,135.984,0.9531733368067993,0.29,,,0
320,44,Female,Brazil,"Power User",280.08,Basic,7.99,Action,Documentary,Desktop,Windows/macOS,2023-05-08,May,2023,254.83,251.99,0.66,4,4,3,1080p,122.93200000000002,1.011270288503512,2.31,Renewal,,0
320,44,Female,Brazil,"Power User",280.08,Basic,7.99,Animation,Movie,Mobile,iOS/Android,2023-04-16,April,2023,204.92,238.83,0.8,9,2,1,1080p,107.868,0.8580161621236863,1.57,Signup,,0
320,44,Female,Brazil,"Power User",280.08,Premium,19.99,Thriller,Series,Tablet,iPadOS/Android,2023-03-21,March,2023,197.5,246.33,1,8,0,1,4K,110.6,0.8017699833556611,2.47,,,0
321,44,Female,France,"Power User",509.77,Basic,7.99,Horror,Series,Tablet,iPadOS/Android,2023-09-09,September,2023,133.94,140.49,0.53,3,0,2,1080p,70.076,0.9533774645882268,0.46,,,0
321,44,Female,France,"Power User",509.77,Standard,13.99,Documentary,Movie,"Smart TV",Tizen/WebOS,2023-08-24,August,2023,78.47,90.4,0.81,6,6,4,1080p,56.888000000000005,0.8680309734513274,1.39,Renewal,,0
321,44,Female,France,"Power User",509.77,Standard,13.99,Comedy,Series,Desktop,Windows/macOS,2023-08-04,August,2023,152.06,161.96,0.42,3,4,0,4K,74.424,0.9388737959990121,1.22,,,0
321,44,Female,France,"Power User",509.77,Premium,19.99,Documentary,Movie,"Smart TV",Tizen/WebOS,2023-07-15,July,2023,193.24,235.34,0.7,7,7,4,240p,99.89600000000002,0.8211098835727033,0.28,,,0
321,44,Female,France,"Power User",509.77,Standard,13.99,Action,Documentary,"Smart TV",Tizen/WebOS,2023-06-19,June,2023,111.95,103.6,0.35,8,1,4,720p,57.28,1.0805984555984556,2.41,,,0
321,44,Female,France,"Power User",509.77,Premium,19.99,Horror,Series,Tablet,iPadOS/Android,2023-02-10,February,2023,65.4,80.37,0.55,8,8,2,1080p,44.56,0.8137364688316536,0.11,,,0
321,44,Female,France,"Power User",509.77,Basic,7.99,Action,Movie,Desktop,Windows/macOS,2023-02-03,February,2023,74.97,94.29,0.79,5,7,2,720p,54.888000000000005,0.7951002227171492,1.4,Cancellation,"No Time",1
322,51,Male,Brazil,"Casual Viewer",746.3,Premium,19.99,Romance,Movie,"Smart TV",Tizen/WebOS,2023-07-21,July,2023,86.83,108.92,0.47,9,4,0,720p,50.632,0.7971905986044803,2.21,,,0
323,38,Female,France,"Casual Viewer",90.98,Premium,19.99,Drama,Series,Tablet,iPadOS/Android,2023-08-26,August,2023,61.18,55.27,0.36,4,8,0,720p,36.071999999999996,1.106929618237742,0.21,,,0
323,38,Female,France,"Casual Viewer",90.98,Premium,19.99,Drama,Documentary,"Smart TV",Tizen/WebOS,2023-02-10,February,2023,42.13,48.38,0.71,4,8,3,1080p,39.352,0.8708143861099628,2.33,,,0
323,38,Female,France,"Casual Viewer",90.98,Premium,19.99,Romance,Series,Tablet,iPadOS/Android,2023-02-02,February,2023,73.56,80.43,0.96,9,8,1,4K,60.324,0.9145841104065646,1.91,Cancellation,Content,1
324,47,Female,Brazil,"Casual Viewer",750.41,Premium,19.99,Horror,Series,"Smart TV",Tizen/WebOS,2023-10-25,October,2023,36.87,45.22,0.63,4,3,2,1080p,34.44799999999999,0.8153471915081821,0.68,,,0
324,47,Female,Brazil,"Casual Viewer",750.41,Premium,19.99,Thriller,Movie,"Smart TV",Tizen/WebOS,2023-10-02,October,2023,58.56,53.05,0.41,1,2,1,240p,35.92400000000001,1.1038642789820925,2.01,,,0
324,47,Female,Brazil,"Casual Viewer",750.41,Basic,7.99,Drama,Documentary,Desktop,Windows/macOS,2023-08-02,August,2023,44.06,44.81,0.89,2,5,0,240p,44.924,0.9832626645837983,0.68,Upgrade,,0
324,47,Female,Brazil,"Casual Viewer",750.41,Standard,13.99,Thriller,Movie,"Smart TV",Tizen/WebOS,2023-05-29,May,2023,78.58,93.91,0.74,4,1,1,720p,54.432,0.8367585986582898,1.2,,,0
324,47,Female,Brazil,"Casual Viewer",750.41,Premium,19.99,Drama,Series,Mobile,iOS/Android,2023-05-09,May,2023,64.48,58.69,0.31,1,7,3,1080p,35.792,1.0986539444539105,1.65,,,0
325,50,Non-Binary,USA,"Casual Viewer",553.43,Basic,7.99,Action,Documentary,Desktop,Windows/macOS,2023-10-13,October,2023,38.62,34.99,0.55,5,0,1,1080p,33.048,1.1037439268362388,1.15,,,0
325,50,Non-Binary,USA,"Casual Viewer",553.43,Standard,13.99,Documentary,Documentary,"Smart TV",Tizen/WebOS,2023-09-10,September,2023,59.73,59.92,0.53,3,4,0,480p,40.392,0.9968291054739652,1.57,,,0
325,50,Non-Binary,USA,"Casual Viewer",553.43,Standard,13.99,Documentary,Documentary,Desktop,Windows/macOS,2023-05-29,May,2023,66.76,75.17,0.66,9,0,0,1080p,48.304,0.8881202607423174,2.08,,,0
325,50,Non-Binary,USA,"Casual Viewer",553.43,Standard,13.99,Romance,Movie,Mobile,iOS/Android,2023-05-14,May,2023,63.26,73.32,0.34,6,3,3,720p,36.90400000000001,0.8627932351336607,1.98,,,0
325,50,Non-Binary,USA,"Casual Viewer",553.43,Premium,19.99,Romance,Series,"Smart TV",Tizen/WebOS,2023-02-25,February,2023,27.85,30.11,0.89,7,4,3,720p,39.64,0.9249418797741614,0.54,Downgrade,,0
325,50,Non-Binary,USA,"Casual Viewer",553.43,Standard,13.99,Drama,Movie,"Smart TV",Tizen/WebOS,2023-02-16,February,2023,70.9,66.39,0.74,7,4,4,1080p,52.26,1.0679319174574484,0.91,,,0
327,64,Male,Canada,"Power User",247.76,Basic,7.99,Thriller,Movie,Tablet,iPadOS/Android,2023-05-11,May,2023,132.56,144.82,0.75,8,0,1,4K,77.124,0.9153431846430051,0.1,Downgrade,,0
328,50,Female,Brazil,"At-Risk User",569.46,Basic,7.99,Action,Series,Tablet,iPadOS/Android,2023-05-13,May,2023,20.15,19.47,0.78,3,0,1,1080p,32.06,1.0349255264509503,0.49,,,0
329,22,Female,France,"New User",63.21,Premium,19.99,Thriller,Movie,Mobile,iOS/Android,2023-08-28,August,2023,58.72,76.04,0.73,3,0,4,720p,45.988,0.7722251446607048,0.93,,,0
330,36,Female,France,"Casual Viewer",469.91,Standard,13.99,Documentary,Series,Tablet,iPadOS/Android,2023-08-23,August,2023,66.63,79.05,0.56,6,8,3,480p,45.052,0.8428842504743833,0.78,,,0
331,21,Female,France,"Casual Viewer",283.25,Premium,19.99,Action,Series,Tablet,iPadOS/Android,2023-09-22,September,2023,88.16,88.12,0.94,2,5,2,720p,63.964,1.0004539264639127,1.47,,,0
332,52,Male,Canada,"At-Risk User",500.52,Basic,7.99,Thriller,Movie,Tablet,iPadOS/Android,2023-02-28,February,2023,17.6,19.19,0.42,7,6,3,480p,21.04,0.9171443460135488,1.74,,,0
332,52,Male,Canada,"At-Risk User",500.52,Basic,7.99,Horror,Series,Tablet,iPadOS/Android,2023-01-20,January,2023,4.43,4.45,0.65,1,8,0,1080p,21.572,0.995505617977528,0.62,,,0
333,34,Female,France,"Casual Viewer",46.14,Basic,7.99,Comedy,Series,Tablet,iPadOS/Android,2023-10-16,October,2023,71.28,84.55,0.41,4,6,0,1080p,41.611999999999995,0.8430514488468362,1.34,Upgrade,,0
334,61,Male,USA,"At-Risk User",698.51,Standard,13.99,Romance,Movie,Tablet,iPadOS/Android,2023-08-01,August,2023,20.97,24.48,0.89,7,8,1,480p,36.488,0.8566176470588235,2.47,,,0
334,61,Male,USA,"At-Risk User",698.51,Premium,19.99,Sci-Fi,Movie,Tablet,iPadOS/Android,2023-03-11,March,2023,9.48,11.82,0.78,3,6,1,720p,27.792,0.8020304568527918,0.82,Cancellation,"No Time",1
336,47,Male,France,"New User",775.41,Premium,19.99,Animation,Documentary,Desktop,Windows/macOS,2023-03-22,March,2023,10.57,9.89,0.62,3,1,0,240p,23.928,1.0687563195146612,0.26,,,0
336,47,Male,France,"New User",775.41,Premium,19.99,Comedy,Movie,"Smart TV",Tizen/WebOS,2023-02-10,February,2023,58.67,66.6,0.74,7,1,3,1080p,47.068000000000005,0.880930930930931,0.35,,,0
337,46,Female,UK,"Power User",602.22,Premium,19.99,Drama,Movie,Tablet,iPadOS/Android,2023-03-20,March,2023,146.06,141.48,0.93,9,3,4,720p,88.224,1.032372066723212,0.15,,,0
